"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-09,1154,1287,1220,1301,1139,1335
2020-05-10,1254,1393,1324,1411,1237,1447
2020-05-11,1364,1492,1428,1522,1334,1460
2020-05-12,1483,1585,1534,1635,1433,1590
2020-05-13,1613,1669,1641,1749,1533,1694
2020-05-14,1754,1744,1749,1865,1633,1740
2020-05-15,1907,1811,1859,1982,1736,1785
2020-05-16,2074,1869,1972,2102,1842,1867
2020-05-17,2255,1920,2088,2226,1950,NA
2020-05-18,2452,1963,2208,2354,2062,NA
2020-05-19,2666,1999,2332,2486,2178,NA
2020-05-20,2899,2030,2464,2627,2301,NA
2020-05-21,3153,2056,2604,2776,2432,NA
2020-05-22,3428,2077,2752,2934,2570,NA
2020-05-23,3728,2095,2912,3104,2720,NA
