"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-03,678,724,701,768,634,742
2020-05-04,751,798,774,848,700,784
2020-05-05,831,876,854,936,772,875
2020-05-06,921,957,939,1029,849,949
2020-05-07,1020,1041,1030,1129,931,1051
2020-05-08,1130,1127,1128,1236,1020,1131
2020-05-09,1251,1213,1232,1350,1114,1233
2020-05-10,1386,1300,1343,1472,1214,1278
2020-05-11,1535,1386,1460,1600,1320,NA
2020-05-12,1700,1470,1585,1737,1433,NA
2020-05-13,1883,1553,1718,1883,1553,NA
2020-05-14,2086,1632,1859,2037,1681,NA
2020-05-15,2310,1707,2008,2200,1816,NA
2020-05-16,2559,1779,2169,2377,1961,NA
2020-05-17,2834,1846,2340,2564,2116,NA
