"dia_ano","dias","otimista","casos_estimados","pessimista","x"
195,2020-07-13,1621,2061,2501,2040
196,2020-07-14,1667,2120,2573,2082
197,2020-07-15,1714,2180,2646,2097
198,2020-07-16,1763,2242,2721,2136
199,2020-07-17,1813,2305,2797,2174
200,2020-07-18,1864,2371,2878,2202
201,2020-07-19,1917,2438,2959,2222
202,2020-07-20,1971,2507,3043,2256
203,2020-07-21,2028,2579,3130,2280
204,2020-07-22,2085,2652,3219,2305
205,2020-07-23,2144,2727,3310,2341
206,2020-07-24,2205,2804,3403,NA
207,2020-07-25,2268,2884,3500,NA
208,2020-07-26,2332,2966,3600,NA
209,2020-07-27,2398,3050,3702,NA
210,2020-07-28,2467,3137,3807,NA
211,2020-07-29,2537,3226,3915,NA
212,2020-07-30,2608,3317,4026,NA
213,2020-07-31,2682,3411,4140,NA
214,2020-08-01,2758,3508,4258,NA
215,2020-08-02,2837,3608,4379,NA
