"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"United.States",2019-12-30,0,0,0,0,0
"United.States",2019-12-31,0,0,0,0,0
"United.States",2020-01-01,0,0,0,0,0
"United.States",2020-01-02,0,0,0,0,0
"United.States",2020-01-03,0,0,0,0,0
"United.States",2020-01-04,0,0,0,0,0
"United.States",2020-01-05,0,0,0,0,0
"United.States",2020-01-06,0,0,0,0,0
"United.States",2020-01-07,0,0,0,0,0
"United.States",2020-01-08,0,0,0,0,0
"United.States",2020-01-09,0,0,0,0,0
"United.States",2020-01-10,0,0,0,0,0
"United.States",2020-01-11,0,0,0,0,0
"United.States",2020-01-12,0,0,0,0,0
"United.States",2020-01-13,0,0,0,0,0
"United.States",2020-01-14,0,0,0,0,0
"United.States",2020-01-15,0,0,0,0,0
"United.States",2020-01-16,0,0,0,0,0
"United.States",2020-01-17,0,0,0,0,0
"United.States",2020-01-18,0,0,0,0,0
"United.States",2020-01-19,0,0,0,0,0
"United.States",2020-01-20,0,0,0,0,1
"United.States",2020-01-21,0,0,0,0,1
"United.States",2020-01-22,0,0,0,0,1
"United.States",2020-01-23,0,0,0,0,1
"United.States",2020-01-24,0,0,0,0,2
"United.States",2020-01-25,0,0,0,0,2
"United.States",2020-01-26,0,0,0,0,5
"United.States",2020-01-27,0,0,0,0,5
"United.States",2020-01-28,0,0,0,0,5
"United.States",2020-01-29,0,0,0,0,5
"United.States",2020-01-30,0,0,0,0,6
"United.States",2020-01-31,0,0,0,0,7
"United.States",2020-02-01,0,0,0,0,8
"United.States",2020-02-02,0,0,0,0,11
"United.States",2020-02-03,0,0,0,0,11
"United.States",2020-02-04,0,0,0,0,11
"United.States",2020-02-05,0,0,0,0,12
"United.States",2020-02-06,0,0,0,0,12
"United.States",2020-02-07,0,0,0,0,12
"United.States",2020-02-08,0,0,0,0,12
"United.States",2020-02-09,0,0,0,0,12
"United.States",2020-02-10,0,0,0,0,13
"United.States",2020-02-11,0,0,0,0,13
"United.States",2020-02-12,0,0,0,0,14
"United.States",2020-02-13,0,0,0,0,15
"United.States",2020-02-14,0,0,0,0,15
"United.States",2020-02-15,1,1,1,0,15
"United.States",2020-02-16,1,1,1,0,15
"United.States",2020-02-17,1,1,1,0,15
"United.States",2020-02-18,1,1,1,0,15
"United.States",2020-02-19,2,2,2,0,15
"United.States",2020-02-20,2,2,2,0,16
"United.States",2020-02-21,3,3,3,0,35
"United.States",2020-02-22,5,5,5,0,35
"United.States",2020-02-23,6,6,6,0,35
"United.States",2020-02-24,8,9,10,0,53
"United.States",2020-02-25,11,12,13,0,53
"United.States",2020-02-26,15,16,17,0,59
"United.States",2020-02-27,20,22,24,0,60
"United.States",2020-02-28,28,30,32,1,66
"United.States",2020-02-29,38,41,44,1,69
"United.States",2020-03-01,52,56,60,1,89
"United.States",2020-03-02,71,76,81,1,103
"United.States",2020-03-03,97,104,111,2,125
"United.States",2020-03-04,132,142,152,3,159
"United.States",2020-03-05,181,194,207,3,233
"United.States",2020-03-06,247,265,283,5,338
"United.States",2020-03-07,337,362,387,6,433
"United.States",2020-03-08,461,495,529,9,554
"United.States",2020-03-09,630,676,722,12,754
"United.States",2020-03-10,861,924,987,17,1025
"United.States",2020-03-11,1175,1261,1347,23,1312
"United.States",2020-03-12,1602,1720,1838,31,1663
"United.States",2020-03-13,2184,2345,2506,42,2174
"United.States",2020-03-14,2975,3194,3413,57,2951
"United.States",2020-03-15,4047,4345,4643,78,3774
"United.States",2020-03-16,5495,5899,6303,106,4661
"United.States",2020-03-17,7444,7991,8538,143,6427
"United.States",2020-03-18,10050,10789,11528,193,9415
"United.States",2020-03-19,13511,14504,15497,260,14250
"United.States",2020-03-20,18060,19388,20716,347,19624
"United.States",2020-03-21,23963,25725,27487,461,26747
"United.States",2020-03-22,31494,33809,36124,605,35206
"United.States",2020-03-23,40893,43899,46905,786,46442
"United.States",2020-03-24,52314,56160,60006,1005,55231
"United.States",2020-03-25,65746,70580,75414,1264,69194
"United.States",2020-03-26,80953,86904,92855,1556,85991
"United.States",2020-03-27,97437,104600,111763,1873,104686
"United.States",2020-03-28,114492,122909,131326,2200,123498
"United.States",2020-03-29,131303,140956,150609,2524,NA
"United.States",2020-03-30,147104,157919,168734,2827,NA
"United.States",2020-03-31,161304,173163,185022,3100,NA
"United.States",2020-04-01,173559,186319,199079,3336,NA
"United.States",2020-04-02,183772,197283,210794,3532,NA
"United.States",2020-04-03,192040,206158,220276,3691,NA
"United.States",2020-04-04,198574,213173,227772,3816,NA
