"dia_ano","dias","otimista","casos_estimados","pessimista","x"
155,2020-06-03,171,187,203,180
156,2020-06-04,181,198,215,194
157,2020-06-05,192,209,226,213
158,2020-06-06,203,221,239,228
159,2020-06-07,214,234,254,235
160,2020-06-08,227,248,269,245
161,2020-06-09,241,263,285,255
162,2020-06-10,255,278,301,267
163,2020-06-11,269,294,319,NA
164,2020-06-12,285,311,337,NA
165,2020-06-13,302,329,356,NA
166,2020-06-14,320,349,378,NA
167,2020-06-15,338,369,400,NA
168,2020-06-16,358,391,424,NA
169,2020-06-17,378,413,448,NA
