"dia_ano","dias","otimista","casos_estimados","pessimista","x"
116,2020-04-25,65,82,99,86
117,2020-04-26,78,98,118,100
118,2020-04-27,92,116,140,114
119,2020-04-28,108,137,166,129
120,2020-04-29,129,163,197,137
121,2020-04-30,153,193,233,208
122,2020-05-01,181,229,277,235
123,2020-05-02,214,271,328,273
124,2020-05-03,254,321,388,NA
125,2020-05-04,302,381,460,NA
126,2020-05-05,357,451,545,NA
127,2020-05-06,423,535,647,NA
128,2020-05-07,502,634,766,NA
129,2020-05-08,594,751,908,NA
130,2020-05-09,704,889,1074,NA
