"dia_ano","dias","otimista","casos_estimados","pessimista","x"
114,2020-04-23,497,544,591,530
115,2020-04-24,534,585,636,570
116,2020-04-25,571,626,681,615
117,2020-04-26,609,667,725,645
118,2020-04-27,644,706,768,677
119,2020-04-28,679,744,809,738
120,2020-04-29,713,781,849,794
121,2020-04-30,744,815,886,854
122,2020-05-01,773,847,921,NA
123,2020-05-02,801,877,953,NA
124,2020-05-03,825,904,983,NA
125,2020-05-04,849,930,1011,NA
126,2020-05-05,870,953,1036,NA
127,2020-05-06,888,973,1058,NA
128,2020-05-07,906,992,1078,NA
