"data","boletim","Municipio_deresidencia","Casoconfirmado","Casodescartado","Casosuspeito","Total"
"27/03/2020","30","Afonso Cláudio","0","1","0","1"
"27/03/2020","30","Água Doce do Norte","0","1","2","3"
"27/03/2020","30","Alegre","0","2","1","3"
"27/03/2020","30","Alfredo Chaves","0","3","2","5"
"27/03/2020","30","Anchieta","0","1","5","6"
"27/03/2020","30","Apiacá","0","0","20","20"
"27/03/2020","30","Aracruz","0","5","5","10"
"27/03/2020","30","Atílio Vivácqua","0","1","2","3"
"27/03/2020","30","Barra de São Francisco","0","2","3","5"
"27/03/2020","30","Boa Esperança","0","1","","1"
"27/03/2020","30","Bom Jesus do Norte","0","0","10","10"
"27/03/2020","30","Cachoeiro de Itapemirim","1","10","23","34"
"27/03/2020","30","Cariacica","1","36","96","133"
"27/03/2020","30","Castelo","1","1","7","9"
"27/03/2020","30","Colatina","0","8","16","24"
"27/03/2020","30","Divino de São Lourenço","0","0","1","1"
"27/03/2020","30","Domingos Martins","0","2","8","10"
"27/03/2020","30","Dores do Rio Preto","0","0","1","1"
"27/03/2020","30","Ecoporanga","0","0","1","1"
"27/03/2020","30","Fundão","0","0","11","11"
"27/03/2020","30","Governador Lindenberg","0","0","1","1"
"27/03/2020","30","Guaçuí","0","1","4","5"
"27/03/2020","30","Guarapari","0","13","7","20"
"27/03/2020","30","Ibiraçu","0","0","1","1"
"27/03/2020","30","Iconha","0","0","4","4"
"27/03/2020","30","Itaguaçu","0","0","1","1"
"27/03/2020","30","Itapemirim","0","1","2","3"
"27/03/2020","30","Itarana","0","1","1","2"
"27/03/2020","30","Jaguaré","0","2","1","3"
"27/03/2020","30","Jerônimo Monteiro","0","1","1","2"
"27/03/2020","30","João Neiva","0","0","3","3"
"27/03/2020","30","Laranja da Terra","0","1","","1"
"27/03/2020","30","Linhares","4","34","95","133"
"27/03/2020","30","Mantenópolis","0","0","2","2"
"27/03/2020","30","Marataízes","0","3","3","6"
"27/03/2020","30","Marechal Floriano","0","0","3","3"
"27/03/2020","30","Marilândia","0","0","5","5"
"27/03/2020","30","Mimoso do Sul","0","0","5","5"
"27/03/2020","30","Montanha","0","0","2","2"
"27/03/2020","30","Muniz Freire","0","0","2","2"
"27/03/2020","30","Muqui","0","0","1","1"
"27/03/2020","30","Nova Venécia","0","3","3","6"
"27/03/2020","30","Pancas","0","0","2","2"
"27/03/2020","30","Pedro Canário","0","0","1","1"
"27/03/2020","30","Pinheiros","0","2","7","9"
"27/03/2020","30","Piúma","0","3","9","12"
"27/03/2020","30","Ponto Belo","0","0","1","1"
"27/03/2020","30","Rio Bananal","0","0","3","3"
"27/03/2020","30","Rio Novo do Sul","0","0","2","2"
"27/03/2020","30","Santa Maria de Jetibá","0","5","1","6"
"27/03/2020","30","Santa Teresa","1","1","","2"
"27/03/2020","30","São Gabriel da Palha","0","1","","1"
"27/03/2020","30","São Mateus","0","5","7","12"
"27/03/2020","30","São Roque do Canaã","1","0","1","2"
"27/03/2020","30","Serra","5","42","265","312"
"27/03/2020","30","Vargem Alta","0","0","2","2"
"27/03/2020","30","Venda Nova do Imigrante","0","1","3","4"
"27/03/2020","30","Viana","0","5","37","42"
"27/03/2020","30","Vila Pavão","0","0","1","1"
"27/03/2020","30","Vila Velha","21","116","260","397"
"27/03/2020","30","Vitória","18","96","142","256"
"27/03/2020","30","Caso do Rio de Janeiro identificado em Vitória*","1","-","-","-"
"27/03/2020","30","Total","53 + 1*","411","1.105","1.570"
