"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-15,21780,22482,22131,23466,20796,22490
2020-05-16,23320,23913,23616,25041,22191,23795
2020-05-17,24969,25396,25182,26701,23663,24255
2020-05-18,26735,26929,26832,28451,25213,26363
2020-05-19,28626,28509,28568,30292,26844,28112
2020-05-20,30650,30132,30391,32225,28557,30560
2020-05-21,32817,31794,32306,34255,30357,31413
2020-05-22,35138,33489,34314,36384,32244,34573
2020-05-23,37623,35213,36418,38615,34221,NA
2020-05-24,40284,36959,38622,40952,36292,NA
2020-05-25,43133,38721,40927,43396,38458,NA
2020-05-26,46183,40494,43338,45953,40723,NA
2020-05-27,49449,42271,45860,48627,43093,NA
2020-05-28,52946,44045,48496,51422,45570,NA
2020-05-29,56691,45809,51250,54342,48158,NA
