"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
165,2020-06-13,3,4,5,53
166,2020-06-14,3,4,5,53
167,2020-06-15,4,5,6,54
168,2020-06-16,4,5,6,58
169,2020-06-17,4,5,6,63
170,2020-06-18,4,5,6,68
171,2020-06-19,4,5,6,73
172,2020-06-20,4,5,6,75
173,2020-06-21,4,5,6,76
174,2020-06-22,4,5,6,83
175,2020-06-23,4,5,6,85
176,2020-06-24,4,5,6,NA
177,2020-06-25,4,5,6,NA
178,2020-06-26,4,5,6,NA
179,2020-06-27,4,5,6,NA
180,2020-06-28,4,5,6,NA
181,2020-06-29,4,5,6,NA
182,2020-06-30,4,5,6,NA
183,2020-07-01,4,5,6,NA
184,2020-07-02,4,5,6,NA
185,2020-07-03,4,5,6,NA
