location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-04;total_cases;15;2020-05-23;3867;2020-06-04;7021;1.82
AL;2020-06-04;total_cases;12;2020-05-26;7058;2020-06-04;13097;1.86
AM;2020-06-04;total_cases;17;2020-05-21;25367;2020-06-04;46473;1.83
AP;2020-06-04;total_cases;14;2020-05-24;6353;2020-06-04;11551;1.82
BA;2020-06-04;total_cases;15;2020-05-23;13000;2020-06-04;23463;1.8
CE;2020-06-04;total_cases;17;2020-05-21;31413;2020-06-04;59795;1.9
DF;2020-06-04;total_cases;13;2020-05-25;6930;2020-06-04;12923;1.86
ES;2020-06-04;total_cases;17;2020-05-21;8878;2020-06-04;16894;1.9
GO;2020-06-04;total_cases;12;2020-05-26;2671;2020-06-04;4944;1.85
MA;2020-06-04;total_cases;14;2020-05-24;21191;2020-06-04;40629;1.92
MG;2020-06-04;total_cases;13;2020-05-25;6962;2020-06-04;13034;1.87
MS;2020-06-04;total_cases;13;2020-05-25;1023;2020-06-04;1925;1.88
MT;2020-06-04;total_cases;12;2020-05-26;1628;2020-06-04;3194;1.96
PA;2020-06-04;total_cases;13;2020-05-25;26077;2020-06-04;48049;1.84
PB;2020-06-04;total_cases;12;2020-05-26;8919;2020-06-04;17579;1.97
PE;2020-06-04;total_cases;20;2020-05-18;20094;2020-06-04;37507;1.87
PI;2020-06-04;total_cases;15;2020-05-23;3258;2020-06-04;6064;1.86
PR;2020-06-04;total_cases;14;2020-05-24;3212;2020-06-04;5820;1.81
RJ;2020-06-04;total_cases;16;2020-05-22;33589;2020-06-04;60932;1.81
RN;2020-06-04;total_cases;13;2020-05-25;4759;2020-06-04;9282;1.95
RO;2020-06-04;total_cases;12;2020-05-26;3493;2020-06-04;6459;1.85
RR;2020-06-04;total_cases;14;2020-05-24;2439;2020-06-04;4483;1.84
RS;2020-06-04;total_cases;16;2020-05-22;5918;2020-06-04;11010;1.86
SC;2020-06-04;total_cases;17;2020-05-21;5610;2020-06-04;10532;1.88
SE;2020-06-04;total_cases;18;2020-05-20;4277;2020-06-04;8200;1.92
SP;2020-06-04;total_cases;18;2020-05-20;69859;2020-06-04;129200;1.85
TO;2020-06-04;total_cases;13;2020-05-25;2696;2020-06-04;4881;1.81
