"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-17,11664,11666,11665,12417,10913,12236
2020-06-18,12452,12454,12453,13256,11650,13304
2020-06-19,13293,13295,13294,14151,12437,14027
2020-06-20,14191,14193,14192,15107,13277,14880
2020-06-21,15150,15151,15150,16127,14173,15619
2020-06-22,16173,16174,16174,17217,15131,16536
2020-06-23,17266,17266,17266,18379,16153,17568
2020-06-24,18432,18432,18432,19621,17243,18622
2020-06-25,19677,19676,19676,20945,18407,19547
2020-06-26,21006,21004,21005,22360,19650,20863
2020-06-27,22425,22421,22423,23869,20977,21620
2020-06-28,23940,23934,23937,25481,22393,NA
2020-06-29,25557,25549,25553,27201,23905,NA
2020-06-30,27284,27273,27278,29037,25519,NA
2020-07-01,29127,29112,29120,30998,27242,NA
2020-07-02,31094,31076,31085,33090,29080,NA
2020-07-03,33195,33171,33183,35323,31043,NA
2020-07-04,35437,35407,35422,37706,33138,NA
2020-07-05,37831,37794,37812,40250,35374,NA
2020-07-06,40386,40341,40364,42967,37761,NA
2020-07-07,43114,43058,43086,45865,40307,NA
