"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
167,2020-06-15,201,229,257,212
168,2020-06-16,204,233,262,221
169,2020-06-17,207,236,265,225
170,2020-06-18,210,240,270,227
171,2020-06-19,213,243,273,238
172,2020-06-20,215,245,275,241
173,2020-06-21,217,248,279,244
174,2020-06-22,219,250,281,249
175,2020-06-23,221,252,283,253
176,2020-06-24,223,254,285,277
177,2020-06-25,223,255,287,284
178,2020-06-26,224,256,288,NA
179,2020-06-27,226,258,290,NA
180,2020-06-28,227,259,291,NA
181,2020-06-29,228,260,292,NA
182,2020-06-30,229,261,293,NA
183,2020-07-01,229,261,293,NA
184,2020-07-02,230,262,294,NA
185,2020-07-03,230,263,296,NA
186,2020-07-04,230,263,296,NA
187,2020-07-05,231,264,297,NA
