"dia_ano","dias","otimista","casos_estimados","pessimista","x"
140,2020-05-19,2709,2952,3195,3079
141,2020-05-20,2891,3150,3409,3237
142,2020-05-21,3083,3360,3637,3412
143,2020-05-22,3290,3585,3880,3657
144,2020-05-23,3509,3824,4139,3905
145,2020-05-24,3743,4079,4415,3993
146,2020-05-25,3994,4352,4710,4105
147,2020-05-26,4261,4643,5025,4361
148,2020-05-27,4545,4953,5361,NA
149,2020-05-28,4849,5284,5719,NA
150,2020-05-29,5173,5637,6101,NA
151,2020-05-30,5518,6013,6508,NA
152,2020-05-31,5887,6415,6943,NA
153,2020-06-01,6280,6843,7406,NA
154,2020-06-02,6700,7301,7902,NA
