"dia_ano","dias","otimista","casos_estimados","pessimista","x"
160,2020-06-08,353,378,403,380
161,2020-06-09,368,394,420,399
162,2020-06-10,383,410,437,409
163,2020-06-11,399,427,455,431
164,2020-06-12,416,445,474,446
165,2020-06-13,433,463,493,454
166,2020-06-14,450,482,514,475
167,2020-06-15,470,503,536,481
168,2020-06-16,489,523,557,502
169,2020-06-17,509,545,581,537
170,2020-06-18,531,568,605,570
171,2020-06-19,552,591,630,NA
172,2020-06-20,576,616,656,NA
173,2020-06-21,600,642,684,NA
174,2020-06-22,624,668,712,NA
175,2020-06-23,650,696,742,NA
176,2020-06-24,677,725,773,NA
177,2020-06-25,705,755,805,NA
178,2020-06-26,735,787,839,NA
179,2020-06-27,765,819,873,NA
180,2020-06-28,797,853,909,NA
