"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,4,6,8,153
173,2020-06-21,5,7,9,157
174,2020-06-22,5,7,9,157
175,2020-06-23,5,7,9,163
176,2020-06-24,5,7,9,165
177,2020-06-25,6,8,10,178
178,2020-06-26,6,8,10,181
179,2020-06-27,6,8,10,181
180,2020-06-28,6,9,12,192
181,2020-06-29,6,9,12,193
182,2020-06-30,6,9,12,199
183,2020-07-01,7,10,13,NA
184,2020-07-02,7,10,13,NA
185,2020-07-03,7,10,13,NA
186,2020-07-04,8,11,14,NA
187,2020-07-05,8,11,14,NA
188,2020-07-06,8,12,16,NA
189,2020-07-07,8,12,16,NA
190,2020-07-08,9,13,17,NA
191,2020-07-09,9,13,17,NA
192,2020-07-10,10,14,18,NA
