"dia_ano","dias","otimista","casos_estimados","pessimista","x"
131,2020-05-10,103,117,131,119
132,2020-05-11,108,123,138,121
133,2020-05-12,114,130,146,127
134,2020-05-13,120,136,152,135
135,2020-05-14,127,144,161,139
136,2020-05-15,133,151,169,146
137,2020-05-16,140,159,178,150
138,2020-05-17,148,168,188,156
139,2020-05-18,156,177,198,NA
140,2020-05-19,164,186,208,NA
141,2020-05-20,173,196,219,NA
142,2020-05-21,181,206,231,NA
143,2020-05-22,191,217,243,NA
144,2020-05-23,201,228,255,NA
145,2020-05-24,212,241,270,NA
