"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,2,4,6,109
176,2020-06-24,3,5,7,132
177,2020-06-25,3,5,7,155
178,2020-06-26,3,5,7,168
179,2020-06-27,3,5,7,168
180,2020-06-28,3,5,7,170
181,2020-06-29,3,5,7,175
182,2020-06-30,3,5,7,182
183,2020-07-01,3,5,7,188
184,2020-07-02,3,5,7,199
185,2020-07-03,3,5,7,206
186,2020-07-04,3,5,7,NA
187,2020-07-05,3,5,7,NA
188,2020-07-06,3,5,7,NA
189,2020-07-07,3,5,7,NA
190,2020-07-08,3,5,7,NA
191,2020-07-09,3,5,7,NA
192,2020-07-10,3,5,7,NA
193,2020-07-11,3,5,7,NA
194,2020-07-12,3,5,7,NA
195,2020-07-13,3,5,7,NA
