"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,9687,1025,5356,6607,4105,157
2020-03-03,10287,1208,5748,7091,4405,196
2020-03-04,10924,1423,6174,7617,4731,262
2020-03-05,11600,1676,6638,8189,5087,400
2020-03-06,12318,1973,7146,8816,5476,684
2020-03-07,13081,2322,7702,9502,5902,847
2020-03-08,13891,2732,8312,10254,6370,902
2020-03-09,14751,3212,8982,11081,6883,1139
2020-03-10,15664,3775,9720,11991,7449,1296
2020-03-11,16634,4433,10534,12995,8073,1567
2020-03-12,17664,5201,11432,14103,8761,2369
2020-03-13,18758,6097,12428,15332,9524,3062
2020-03-14,19919,7139,13529,16690,10368,3795
2020-03-15,21152,8349,14750,18196,11304,4838
2020-03-16,22462,9750,16106,19869,12343,6012
2020-03-17,23853,11365,17609,21723,13495,7156
2020-03-18,25329,13223,19276,23780,14772,8198
2020-03-19,26898,15349,21124,26060,16188,14138
2020-03-20,28563,17770,23166,28579,17753,18187
2020-03-21,30332,20514,25423,31363,19483,21463
2020-03-22,32209,23602,27906,34426,21386,24774
2020-03-23,34204,27054,30629,37786,23472,29212
2020-03-24,36321,30882,33602,41453,25751,31554
2020-03-25,38570,35091,36830,45436,28224,36508
2020-03-26,40958,39674,40316,49736,30896,42288
2020-03-27,43494,44613,44054,54348,33760,48582
2020-03-28,46187,49875,48031,59254,36808,52547
2020-03-29,49047,55415,52231,64435,40027,57298
2020-03-30,52084,61174,56629,69861,43397,61913
2020-03-31,55308,67084,61196,75495,46897,67366
2020-04-01,58733,73066,65900,81298,50502,73522
2020-04-02,62369,79041,70705,87226,54184,79696
2020-04-03,66231,84927,75579,93239,57919,85778
2020-04-04,70332,90648,80490,99297,61683,91714
2020-04-05,74686,96137,85412,105369,65455,95391
2020-04-06,79310,101339,90324,111429,69219,99225
2020-04-07,84221,106209,95215,117463,72967,103228
2020-04-08,89435,110719,100077,123461,76693,108202
2020-04-09,94973,114853,104913,129427,80399,113525
2020-04-10,100853,118607,109730,135369,84091,117658
2020-04-11,107097,121986,114542,141306,87778,120479
2020-04-12,113728,125005,119366,147257,91475,123016
2020-04-13,120770,127682,124226,153252,95200,125098
2020-04-14,128247,130044,129146,159322,98970,127584
2020-04-15,136188,132114,134151,165496,102806,130450
2020-04-16,144620,133922,139271,171813,106729,133830
2020-04-17,153574,135493,144534,178305,110763,137439
2020-04-18,163082,136854,149968,185009,114927,139897
2020-04-19,173180,138029,155604,191962,119246,145742
2020-04-20,183902,139041,161472,199201,123743,NA
2020-04-21,195288,139910,167599,206760,128438,NA
2020-04-22,207380,140656,174018,214679,133357,NA
2020-04-23,220220,141294,180757,222992,138522,NA
2020-04-24,233855,141839,187847,231739,143955,NA
2020-04-25,248334,142305,195320,240958,149682,NA
2020-04-26,263709,142702,203206,250687,155725,NA
