location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-29;total_deaths;18;2020-05-14;136;2020-05-29;246;1.81
Albania;2020-05-29;total_deaths;59;2020-04-03;17;2020-05-29;33;1.94
Algeria;2020-05-29;total_deaths;46;2020-04-16;348;2020-05-29;638;1.83
Andorra;2020-05-29;total_deaths;51;2020-04-11;28;2020-05-29;51;1.82
Angola;2020-05-29;total_deaths;12;2020-05-19;2;2020-05-29;4;2
Argentina;2020-05-29;total_deaths;25;2020-05-07;282;2020-05-29;520;1.84
Armenia;2020-05-29;total_deaths;13;2020-05-19;64;2020-05-29;120;1.88
Australia;2020-05-29;total_deaths;51;2020-04-11;57;2020-05-29;103;1.81
Austria;2020-05-29;total_deaths;49;2020-04-13;368;2020-05-29;668;1.82
Azerbaijan;2020-05-29;total_deaths;21;2020-05-11;32;2020-05-29;58;1.81
Bahamas;2020-05-29;total_deaths;55;2020-04-07;6;2020-05-29;11;1.83
Bahrain;2020-05-29;total_deaths;21;2020-05-11;8;2020-05-29;15;1.88
Bangladesh;2020-05-29;total_deaths;16;2020-05-16;314;2020-05-29;582;1.85
Belarus;2020-05-29;total_deaths;24;2020-05-08;121;2020-05-29;224;1.85
Belgium;2020-05-29;total_deaths;45;2020-04-17;5163;2020-05-29;9443;1.83
Belize;2020-05-29;total_deaths;52;2020-04-09;1;2020-05-29;2;2
Bermuda;2020-05-29;total_deaths;36;2020-04-26;5;2020-05-29;9;1.8
Bolivia;2020-05-29;total_deaths;16;2020-05-16;165;2020-05-29;300;1.82
Bosnia.and.Herzegovina;2020-05-29;total_deaths;27;2020-05-05;79;2020-05-29;153;1.94
Brazil;2020-05-29;total_deaths;17;2020-05-15;14817;2020-05-29;27878;1.88
Brunei;2020-05-29;total_deaths;5;2020-05-26;1;2020-05-29;2;2
Bulgaria;2020-05-29;total_deaths;29;2020-05-03;73;2020-05-29;139;1.9
Burkina.Faso;2020-05-29;total_deaths;49;2020-04-13;28;2020-05-29;53;1.89
Canada;2020-05-29;total_deaths;28;2020-05-04;3854;2020-05-29;6979;1.81
Cape.Verde;2020-05-29;total_deaths;16;2020-05-15;2;2020-05-29;4;2
Chad;2020-05-29;total_deaths;20;2020-05-11;31;2020-05-29;65;2.1
Chile;2020-05-29;total_deaths;13;2020-05-19;509;2020-05-29;944;1.85
China;2020-05-29;total_deaths;100;2020-02-22;2445;2020-05-29;4638;1.9
Colombia;2020-05-29;total_deaths;22;2020-05-10;463;2020-05-29;853;1.84
Comoros;2020-05-29;total_deaths;5;2020-05-26;1;2020-05-29;2;2
Congo;2020-05-29;total_deaths;22;2020-05-10;10;2020-05-29;19;1.9
Cote.d'Ivoire;2020-05-29;total_deaths;28;2020-05-04;17;2020-05-29;32;1.88
Croatia;2020-05-29;total_deaths;36;2020-04-26;55;2020-05-29;103;1.87
Cuba;2020-05-29;total_deaths;39;2020-04-23;43;2020-05-29;82;1.91
Cyprus;2020-05-29;total_deaths;54;2020-04-08;9;2020-05-29;17;1.89
Czech.Republic;2020-05-29;total_deaths;45;2020-04-17;173;2020-05-29;319;1.84
Democratic.Republic.of.Congo;2020-05-29;total_deaths;25;2020-05-07;36;2020-05-29;69;1.92
Denmark;2020-05-29;total_deaths;47;2020-04-15;309;2020-05-29;568;1.84
Djibouti;2020-05-29;total_deaths;7;2020-05-24;10;2020-05-29;20;2
Dominican.Republic;2020-05-29;total_deaths;38;2020-04-24;267;2020-05-29;488;1.83
