"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-17,116592,120118,118355,129996,106714,118657
2020-07-18,120717,123042,121880,133868,109892,120238
2020-07-19,124988,125943,125466,137806,113126,122169
2020-07-20,129409,128817,129113,141812,116414,123292
2020-07-21,133987,131659,132823,145887,119759,126844
2020-07-22,138727,134466,136596,150031,123161,133245
2020-07-23,143635,137235,140435,154248,126622,138358
2020-07-24,148716,139962,144339,158536,130142,142767
2020-07-25,153977,142644,148310,162897,133723,146399
2020-07-26,159425,145277,152351,167336,137366,148179
2020-07-27,165064,147861,156462,171851,141073,149109
2020-07-28,170904,150391,160648,176449,144847,NA
2020-07-29,176950,152866,164908,181128,148688,NA
2020-07-30,183210,155284,169247,185894,152600,NA
2020-07-31,189691,157644,173668,190749,156587,NA
2020-08-01,196402,159943,178172,195696,160648,NA
2020-08-02,203350,162182,182766,200742,164790,NA
2020-08-03,210543,164358,187450,205887,169013,NA
2020-08-04,217992,166472,192232,211139,173325,NA
2020-08-05,225704,168522,197113,216500,177726,NA
2020-08-06,233688,170510,202099,221977,182221,NA
