location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-14;total_deaths;56;2020-06-22;305;2020-08-14;576;1.89
AL;2020-08-14;total_deaths;53;2020-06-25;958;2020-08-14;1732;1.81
AM;2020-08-14;total_deaths;82;2020-05-27;1891;2020-08-14;3455;1.83
AP;2020-08-14;total_deaths;61;2020-06-17;338;2020-08-14;612;1.81
BA;2020-08-14;total_deaths;39;2020-07-09;2328;2020-08-14;4271;1.83
CE;2020-08-14;total_deaths;68;2020-06-10;4480;2020-08-14;8123;1.81
DF;2020-08-14;total_deaths;30;2020-07-18;1075;2020-08-14;1935;1.8
ES;2020-08-14;total_deaths;50;2020-06-28;1568;2020-08-14;2849;1.82
GO;2020-08-14;total_deaths;25;2020-07-23;1262;2020-08-14;2286;1.81
MA;2020-08-14;total_deaths;55;2020-06-23;1797;2020-08-14;3240;1.8
MG;2020-08-14;total_deaths;26;2020-07-22;2166;2020-08-14;3943;1.82
MS;2020-08-14;total_deaths;20;2020-07-28;328;2020-08-14;591;1.8
MT;2020-08-14;total_deaths;31;2020-07-17;1268;2020-08-14;2285;1.8
PA;2020-08-14;total_deaths;75;2020-06-03;3193;2020-08-14;5924;1.86
PB;2020-08-14;total_deaths;40;2020-07-08;1171;2020-08-14;2113;1.8
PE;2020-08-14;total_deaths;63;2020-06-15;3886;2020-08-14;7111;1.83
PI;2020-08-14;total_deaths;40;2020-07-08;858;2020-08-14;1581;1.84
PR;2020-08-14;total_deaths;27;2020-07-21;1415;2020-08-14;2612;1.85
RJ;2020-08-14;total_deaths;62;2020-06-16;7967;2020-08-14;14507;1.82
RN;2020-08-14;total_deaths;46;2020-07-02;1103;2020-08-14;2041;1.85
RO;2020-08-14;total_deaths;43;2020-07-05;555;2020-08-14;1001;1.8
RR;2020-08-14;total_deaths;48;2020-06-30;283;2020-08-14;565;2
RS;2020-08-14;total_deaths;25;2020-07-23;1456;2020-08-14;2631;1.81
SC;2020-08-14;total_deaths;20;2020-07-28;960;2020-08-14;1742;1.81
SE;2020-08-14;total_deaths;38;2020-07-10;931;2020-08-14;1684;1.81
SP;2020-08-14;total_deaths;48;2020-06-30;14763;2020-08-14;26613;1.8
TO;2020-08-14;total_deaths;33;2020-07-15;271;2020-08-14;500;1.85
