"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,27,35,43,40
164,2020-06-12,28,37,46,40
165,2020-06-13,30,40,50,40
166,2020-06-14,32,42,52,40
167,2020-06-15,34,45,56,42
168,2020-06-16,36,48,60,47
169,2020-06-17,39,52,65,55
170,2020-06-18,42,55,68,56
171,2020-06-19,45,59,73,58
172,2020-06-20,48,63,78,58
173,2020-06-21,51,67,83,59
174,2020-06-22,55,72,89,NA
175,2020-06-23,58,77,96,NA
176,2020-06-24,62,82,102,NA
177,2020-06-25,67,88,109,NA
178,2020-06-26,71,94,117,NA
179,2020-06-27,76,100,124,NA
180,2020-06-28,81,107,133,NA
181,2020-06-29,87,115,143,NA
182,2020-06-30,93,123,153,NA
183,2020-07-01,99,131,163,NA
