location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-20;total_cases;13;2020-05-10;4402;2020-05-20;8145;1.85
Albania;2020-05-20;total_cases;37;2020-04-16;518;2020-05-20;964;1.86
Algeria;2020-05-20;total_cases;22;2020-05-01;4154;2020-05-20;7542;1.82
Andorra;2020-05-20;total_cases;52;2020-04-01;390;2020-05-20;762;1.95
Angola;2020-05-20;total_cases;23;2020-04-30;27;2020-05-20;52;1.93
Argentina;2020-05-20;total_cases;18;2020-05-05;5007;2020-05-20;9270;1.85
Armenia;2020-05-20;total_cases;16;2020-05-07;2884;2020-05-20;5271;1.83
Aruba;2020-05-20;total_cases;52;2020-04-01;55;2020-05-20;101;1.84
Australia;2020-05-20;total_cases;56;2020-03-28;3809;2020-05-20;7079;1.86
Austria;2020-05-20;total_cases;55;2020-03-29;8813;2020-05-20;16275;1.85
Azerbaijan;2020-05-20;total_cases;19;2020-05-04;1984;2020-05-20;3631;1.83
Bahamas;2020-05-20;total_cases;38;2020-04-15;53;2020-05-20;97;1.83
Bahrain;2020-05-20;total_cases;16;2020-05-07;4199;2020-05-20;7888;1.88
Bangladesh;2020-05-20;total_cases;13;2020-05-10;14657;2020-05-20;26738;1.82
Barbados;2020-05-20;total_cases;49;2020-04-03;45;2020-05-20;90;2
Belarus;2020-05-20;total_cases;19;2020-05-04;17489;2020-05-20;32426;1.85
Belgium;2020-05-20;total_cases;40;2020-04-13;30589;2020-05-20;55983;1.83
Belize;2020-05-20;total_cases;43;2020-04-10;10;2020-05-20;18;1.8
Benin;2020-05-20;total_cases;24;2020-04-29;69;2020-05-20;130;1.88
Bermuda;2020-05-20;total_cases;38;2020-04-14;57;2020-05-20;125;2.19
Bhutan;2020-05-20;total_cases;11;2020-05-12;11;2020-05-20;21;1.91
Bolivia;2020-05-20;total_cases;13;2020-05-10;2556;2020-05-20;4919;1.92
Bonaire.Sint.Eustatius.and.Saba;2020-05-20;total_cases;40;2020-04-12;3;2020-05-20;6;2
Bosnia.and.Herzegovina;2020-05-20;total_cases;34;2020-04-19;1269;2020-05-20;2334;1.84
Botswana;2020-05-20;total_cases;35;2020-04-18;15;2020-05-20;29;1.93
Brazil;2020-05-20;total_cases;14;2020-05-09;155939;2020-05-20;291579;1.87
British.Virgin.Islands;2020-05-20;total_cases;33;2020-04-19;4;2020-05-20;8;2
Brunei;2020-05-20;total_cases;64;2020-03-20;78;2020-05-20;141;1.81
Bulgaria;2020-05-20;total_cases;28;2020-04-25;1247;2020-05-20;2331;1.87
Burkina.Faso;2020-05-20;total_cases;43;2020-04-10;448;2020-05-20;809;1.81
Cameroon;2020-05-20;total_cases;22;2020-05-01;2069;2020-05-20;3733;1.8
Canada;2020-05-20;total_cases;29;2020-04-24;43877;2020-05-20;80091;1.83
Cape.Verde;2020-05-20;total_cases;17;2020-05-06;191;2020-05-20;349;1.83
Cayman.Islands;2020-05-20;total_cases;34;2020-04-19;61;2020-05-20;111;1.82
Central.African.Republic;2020-05-20;total_cases;9;2020-05-14;221;2020-05-20;411;1.86
Chad;2020-05-20;total_cases;14;2020-05-08;260;2020-05-20;565;2.17
Chile;2020-05-20;total_cases;13;2020-05-10;28866;2020-05-20;53617;1.86
China;2020-05-20;total_cases;102;2020-02-11;44724;2020-05-20;84067;1.88
Colombia;2020-05-20;total_cases;16;2020-05-07;9456;2020-05-20;17687;1.87
Congo;2020-05-20;total_cases;20;2020-05-03;229;2020-05-20;420;1.83
Costa.Rica;2020-05-20;total_cases;46;2020-04-07;483;2020-05-20;897;1.86
Cote.d'Ivoire;2020-05-20;total_cases;24;2020-04-29;1238;2020-05-20;2231;1.8
Croatia;2020-05-20;total_cases;47;2020-04-06;1222;2020-05-20;2234;1.83
Cuba;2020-05-20;total_cases;34;2020-04-19;1035;2020-05-20;1900;1.84
Curacao;2020-05-20;total_cases;54;2020-03-28;8;2020-05-20;16;2
Cyprus;2020-05-20;total_cases;46;2020-04-07;494;2020-05-20;922;1.87
Czech.Republic;2020-05-20;total_cases;47;2020-04-06;4822;2020-05-20;8721;1.81
Democratic.Republic.of.Congo;2020-05-20;total_cases;14;2020-05-09;991;2020-05-20;1835;1.85
Denmark;2020-05-20;total_cases;41;2020-04-12;6174;2020-05-20;11117;1.8
Djibouti;2020-05-20;total_cases;28;2020-04-25;1008;2020-05-20;1828;1.81
Dominican.Republic;2020-05-20;total_cases;22;2020-05-01;7288;2020-05-20;13477;1.85
Egypt;2020-05-20;total_cases;17;2020-05-06;7588;2020-05-20;14229;1.88
El.Salvador;2020-05-20;total_cases;14;2020-05-08;784;2020-05-20;1571;2
Equatorial.Guinea;2020-05-20;total_cases;10;2020-05-12;439;2020-05-20;890;2.03
Eritrea;2020-05-20;total_cases;51;2020-04-01;18;2020-05-20;39;2.17
Estonia;2020-05-20;total_cases;50;2020-04-03;961;2020-05-20;1794;1.87
Ethiopia;2020-05-20;total_cases;14;2020-05-09;210;2020-05-20;389;1.85
Faeroe.Islands;2020-05-20;total_cases;62;2020-03-21;92;2020-05-20;187;2.03
Finland;2020-05-20;total_cases;36;2020-04-17;3489;2020-05-20;6443;1.85
France;2020-05-20;total_cases;46;2020-04-07;78167;2020-05-20;143845;1.84
French.Polynesia;2020-05-20;total_cases;56;2020-03-27;30;2020-05-20;60;2
Gabon;2020-05-20;total_cases;11;2020-05-12;863;2020-05-20;1567;1.82
Gambia;2020-05-20;total_cases;21;2020-05-01;12;2020-05-20;24;2
Georgia;2020-05-20;total_cases;34;2020-04-19;394;2020-05-20;713;1.81
Germany;2020-05-20;total_cases;48;2020-04-05;95391;2020-05-20;176752;1.85
Ghana;2020-05-20;total_cases;15;2020-05-07;3091;2020-05-20;6269;2.03
Gibraltar;2020-05-20;total_cases;51;2020-04-01;69;2020-05-20;149;2.16
Greece;2020-05-20;total_cases;51;2020-04-02;1514;2020-05-20;2850;1.88
Greenland;2020-05-20;total_cases;58;2020-03-26;6;2020-05-20;11;1.83
Grenada;2020-05-20;total_cases;44;2020-04-09;12;2020-05-20;22;1.83
Guam;2020-05-20;total_cases;50;2020-04-03;87;2020-05-20;165;1.9
Guatemala;2020-05-20;total_cases;11;2020-05-12;1199;2020-05-20;2265;1.89
Guernsey;2020-05-20;total_cases;49;2020-04-04;136;2020-05-20;252;1.85
Guinea;2020-05-20;total_cases;20;2020-05-03;1586;2020-05-20;2863;1.81
Guinea-Bissau;2020-05-20;total_cases;16;2020-05-07;564;2020-05-20;1038;1.84
Guyana;2020-05-20;total_cases;31;2020-04-22;67;2020-05-20;125;1.87
Haiti;2020-05-20;total_cases;8;2020-05-15;310;2020-05-20;596;1.92
Honduras;2020-05-20;total_cases;16;2020-05-07;1685;2020-05-20;3100;1.84
Hungary;2020-05-20;total_cases;34;2020-04-19;1984;2020-05-20;3641;1.84
Iceland;2020-05-20;total_cases;56;2020-03-28;963;2020-05-20;1803;1.87
India;2020-05-20;total_cases;15;2020-05-08;59662;2020-05-20;112359;1.88
Indonesia;2020-05-20;total_cases;22;2020-05-01;10551;2020-05-20;19189;1.82
International;2020-05-20;total_cases;18;2020-02-16;355;2020-03-09;696;1.96
Iran;2020-05-20;total_cases;42;2020-04-11;70029;2020-05-20;126949;1.81
Iraq;2020-05-20;total_cases;24;2020-04-29;2003;2020-05-20;3724;1.86
Ireland;2020-05-20;total_cases;37;2020-04-16;13271;2020-05-20;24315;1.83
Isle.of.Man;2020-05-20;total_cases;44;2020-04-08;158;2020-05-20;336;2.13
Israel;2020-05-20;total_cases;46;2020-04-07;9248;2020-05-20;16670;1.8
