"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-08,55043,57074,56058,61224,50892,56344
2020-07-09,56966,58025,57496,62795,52197,57614
2020-07-10,58956,58938,58947,64379,53515,59118
2020-07-11,61016,59814,60415,65983,54847,60421
2020-07-12,63148,60653,61900,67604,56196,60784
2020-07-13,65354,61455,63404,69247,57561,61108
2020-07-14,67637,62221,64929,70913,58945,62462
2020-07-15,70000,62951,66476,72602,60350,63939
2020-07-16,72445,63646,68046,74317,61775,65423
2020-07-17,74976,64306,69641,76059,63223,66347
2020-07-18,77596,64933,71264,77831,64697,66971
2020-07-19,80306,65527,72916,79636,66196,NA
2020-07-20,83112,66090,74601,81476,67726,NA
2020-07-21,86016,66623,76320,83353,69287,NA
2020-07-22,89021,67127,78074,85269,70879,NA
2020-07-23,92131,67602,79866,87226,72506,NA
2020-07-24,95349,68050,81700,89229,74171,NA
2020-07-25,98680,68473,83576,91278,75874,NA
2020-07-26,102128,68871,85500,93379,77621,NA
2020-07-27,105696,69246,87471,95532,79410,NA
2020-07-28,109388,69598,89493,97740,81246,NA
