"dia_ano","dias","otimista","casos_estimados","pessimista","x"
172,2020-06-20,360,395,430,404
173,2020-06-21,377,414,451,423
174,2020-06-22,394,433,472,449
175,2020-06-23,414,454,494,475
176,2020-06-24,434,476,518,495
177,2020-06-25,455,499,543,509
178,2020-06-26,476,523,570,532
179,2020-06-27,499,548,597,537
180,2020-06-28,523,574,625,548
181,2020-06-29,547,601,655,559
182,2020-06-30,574,630,686,587
183,2020-07-01,601,660,719,NA
184,2020-07-02,630,692,754,NA
185,2020-07-03,660,725,790,NA
186,2020-07-04,692,760,828,NA
187,2020-07-05,725,796,867,NA
188,2020-07-06,760,834,908,NA
189,2020-07-07,796,874,952,NA
190,2020-07-08,834,916,998,NA
191,2020-07-09,874,960,1046,NA
192,2020-07-10,916,1006,1096,NA
