"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
169,2020-06-17,541,581,621,586
170,2020-06-18,559,600,641,609
171,2020-06-19,578,620,662,638
172,2020-06-20,595,639,683,657
173,2020-06-21,613,658,703,670
174,2020-06-22,631,677,723,679
175,2020-06-23,648,696,744,693
176,2020-06-24,666,715,764,714
177,2020-06-25,684,734,784,733
178,2020-06-26,702,753,804,763
179,2020-06-27,718,771,824,763
180,2020-06-28,735,789,843,NA
181,2020-06-29,752,807,862,NA
182,2020-06-30,768,824,880,NA
183,2020-07-01,784,841,898,NA
184,2020-07-02,799,858,917,NA
185,2020-07-03,814,874,934,NA
186,2020-07-04,829,890,951,NA
187,2020-07-05,844,906,968,NA
188,2020-07-06,858,921,984,NA
189,2020-07-07,871,935,999,NA
