"dia_ano","dias","otimista","casos_estimados","pessimista","x"
174,2020-06-22,248,261,274,256
175,2020-06-23,257,270,283,263
176,2020-06-24,264,278,292,279
177,2020-06-25,273,287,301,289
178,2020-06-26,281,296,311,298
179,2020-06-27,291,306,321,304
180,2020-06-28,300,316,332,312
181,2020-06-29,310,326,342,324
182,2020-06-30,319,336,353,341
183,2020-07-01,330,347,364,347
184,2020-07-02,340,358,376,362
185,2020-07-03,351,369,387,NA
186,2020-07-04,362,381,400,NA
187,2020-07-05,374,393,412,NA
188,2020-07-06,386,406,426,NA
189,2020-07-07,398,419,440,NA
190,2020-07-08,411,432,453,NA
191,2020-07-09,424,446,468,NA
192,2020-07-10,437,460,483,NA
193,2020-07-11,452,475,498,NA
194,2020-07-12,466,490,514,NA
