"dia_ano","dias","otimista","casos_estimados","pessimista","x"
191,2020-07-09,5074,5388,5702,5409
192,2020-07-10,5107,5423,5739,5482
193,2020-07-11,5139,5457,5775,5556
194,2020-07-12,5168,5488,5808,5595
195,2020-07-13,5197,5519,5841,5652
196,2020-07-14,5223,5547,5871,5715
197,2020-07-15,5250,5575,5900,5772
198,2020-07-16,5274,5601,5928,5836
199,2020-07-17,5297,5625,5953,5869
200,2020-07-18,5320,5649,5978,5928
201,2020-07-19,5340,5671,6002,5984
202,2020-07-20,5360,5692,6024,NA
203,2020-07-21,5379,5712,6045,NA
204,2020-07-22,5397,5731,6065,NA
205,2020-07-23,5414,5749,6084,NA
206,2020-07-24,5430,5766,6102,NA
207,2020-07-25,5445,5782,6119,NA
208,2020-07-26,5459,5797,6135,NA
209,2020-07-27,5473,5812,6151,NA
210,2020-07-28,5485,5825,6165,NA
211,2020-07-29,5498,5838,6178,NA
