"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
162,2020-06-10,9,11,13,482
163,2020-06-11,10,12,14,546
164,2020-06-12,11,13,15,599
165,2020-06-13,11,14,17,632
166,2020-06-14,11,14,17,661
167,2020-06-15,12,15,18,715
168,2020-06-16,13,16,19,764
169,2020-06-17,14,17,20,801
170,2020-06-18,15,18,21,857
171,2020-06-19,15,18,21,934
172,2020-06-20,16,19,22,969
173,2020-06-21,16,20,24,NA
174,2020-06-22,17,21,25,NA
175,2020-06-23,18,22,26,NA
176,2020-06-24,19,23,27,NA
177,2020-06-25,19,23,27,NA
178,2020-06-26,20,24,28,NA
179,2020-06-27,21,25,29,NA
180,2020-06-28,21,26,31,NA
181,2020-06-29,22,27,32,NA
182,2020-06-30,22,27,32,NA
