"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,37262,3404,20333,25506,15160,157
2020-03-03,37974,3810,20892,26207,15577,196
2020-03-04,38698,4262,21480,26945,16015,262
2020-03-05,39437,4768,22102,27725,16479,400
2020-03-06,40190,5331,22760,28551,16969,684
2020-03-07,40957,5958,23458,29426,17490,847
2020-03-08,41739,6656,24198,30355,18041,902
2020-03-09,42535,7433,24984,31341,18627,1139
2020-03-10,43347,8296,25822,32392,19252,1296
2020-03-11,44174,9253,26714,33511,19917,1567
2020-03-12,45018,10314,27666,34705,20627,2369
2020-03-13,45877,11489,28683,35981,21385,3062
2020-03-14,46752,12787,29770,37344,22196,3795
2020-03-15,47645,14219,30932,38802,23062,4838
2020-03-16,48554,15796,32175,40361,23989,6012
2020-03-17,49481,17529,33505,42030,24980,7156
2020-03-18,50425,19429,34927,43813,26041,8198
2020-03-19,51388,21507,36448,45721,27175,14138
2020-03-20,52369,23774,38072,47759,28385,18187
2020-03-21,53368,26239,39804,49931,29677,21463
2020-03-22,54387,28912,41650,52247,31053,24774
2020-03-23,55425,31799,43612,54708,32516,29212
2020-03-24,56483,34907,45695,57321,34069,31554
2020-03-25,57561,38238,47900,60087,35713,36508
2020-03-26,58659,41793,50226,63005,37447,42288
2020-03-27,59779,45570,52674,66076,39272,48582
2020-03-28,60920,49563,55242,69297,41187,52547
2020-03-29,62083,53762,57922,72659,43185,57298
2020-03-30,63267,58154,60710,76156,45264,61913
2020-03-31,64475,62722,63598,79779,47417,67366
2020-04-01,65706,67444,66575,83513,49637,73522
2020-04-02,66960,72296,69628,87343,51913,79696
2020-04-03,68238,77250,72744,91252,54236,85778
2020-04-04,69540,82277,75908,95221,56595,91714
2020-04-05,70867,87342,79104,99230,58978,95391
2020-04-06,72220,92414,82317,103261,61373,99225
2020-04-07,73598,97460,85529,107290,63768,103228
2020-04-08,75003,102445,88724,111298,66150,108202
2020-04-09,76435,107340,91888,115267,68509,113525
2020-04-10,77894,112115,95004,119176,70832,117658
2020-04-11,79380,116745,98062,123012,73112,120479
2020-04-12,80895,121207,101051,126761,75341,123016
2020-04-13,82439,125482,103960,130410,77510,125098
2020-04-14,84013,129556,106784,133953,79615,127584
2020-04-15,85616,133417,109516,137380,81652,130450
2020-04-16,87251,137057,112154,140689,83619,133830
2020-04-17,88916,140475,114696,143878,85514,137439
2020-04-18,90613,143668,117140,146944,87336,139897
2020-04-19,92342,146639,119490,149891,89089,141672
2020-04-20,94105,149394,121750,152726,90774,143457
2020-04-21,95901,151938,123920,155449,92391,145694
2020-04-22,97731,154280,126006,158065,93947,148046
2020-04-23,99597,156429,128013,160583,95443,150383
2020-04-24,101498,158397,129948,163010,96886,152438
2020-04-25,103435,160192,131814,165351,98277,154175
2020-04-26,105409,161828,133618,167614,99622,155193
2020-04-27,107421,163314,135368,169809,100927,156337
2020-04-28,109471,164663,137067,171940,102194,157641
2020-04-29,111561,165883,138722,174017,103427,159119
2020-04-30,113690,166987,140338,176044,104632,159119
2020-05-01,115860,167983,141922,178031,105813,161703
2020-05-02,118071,168881,143476,179980,106972,162496
2020-05-03,120325,169690,145008,181902,108114,163175
2020-05-04,122622,170417,146520,183799,109241,163860
2020-05-05,124962,171071,148016,185675,110357,164897
2020-05-06,127347,171658,149502,187539,111465,166091
2020-05-07,129778,172185,150982,189396,112568,167300
2020-05-08,132255,172657,152456,191245,113667,168551
2020-05-09,134779,173080,153930,193094,114766,169218
2020-05-10,137351,173459,155405,194944,115866,169575
2020-05-11,139973,173799,156886,196802,116970,170508
2020-05-12,142645,174102,158374,198669,118079,171306
2020-05-13,145367,174374,159870,200545,119195,172239
2020-05-14,148142,174616,161379,202438,120320,173152
2020-05-15,150969,174833,162901,204347,121455,173772
2020-05-16,153851,175027,164439,206277,122601,174355
2020-05-17,156787,175200,165994,208227,123761,174697
2020-05-18,159780,175355,167568,210202,124934,175210
2020-05-19,162829,175493,169161,212200,126122,176007
2020-05-20,165937,175616,170776,214226,127326,176752
2020-05-21,169104,175726,172415,216282,128548,177212
2020-05-22,172332,175825,174078,218368,129788,177850
2020-05-23,175621,175912,175766,220486,131046,178281
2020-05-24,178973,175990,177482,222638,132326,178570
2020-05-25,182389,176060,179224,224823,133625,179002
2020-05-26,185870,176122,180996,227046,134946,179364
2020-05-27,189418,176178,182798,229307,136289,179717
2020-05-28,193033,176227,184630,231605,137655,180458
2020-05-29,196717,176272,186494,233943,139045,181196
2020-05-30,200472,176311,188392,236324,140460,181482
2020-05-31,204298,176346,190322,238745,141899,181815
2020-06-01,208198,176377,192288,241211,143365,182028
2020-06-02,212171,176405,194288,243720,144856,182370
2020-06-03,216221,176430,196326,246277,146375,182764
2020-06-04,220348,176453,198400,248878,147922,183271
2020-06-05,224554,176472,200513,251529,149497,183678
2020-06-06,228839,176490,202664,254227,151101,183979
2020-06-07,233207,176506,204856,256977,152735,184193
2020-06-08,237658,176520,207089,259778,154400,184543
2020-06-09,242194,176532,209363,262631,156095,184861
2020-06-10,246817,176543,211680,265537,157823,186866
2020-06-11,251528,176553,214040,268497,159583,NA
2020-06-12,256329,176562,216446,271516,161376,NA
2020-06-13,261221,176570,218896,274589,163203,NA
2020-06-14,266207,176577,221392,277720,165064,NA
2020-06-15,271288,176584,223936,280911,166961,NA
2020-06-16,276466,176589,226528,284163,168893,NA
2020-06-17,281742,176594,229168,287474,170862,NA
