location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-09;total_deaths;51;2020-06-22;305;2020-08-09;561;1.84
AL;2020-08-09;total_deaths;50;2020-06-23;920;2020-08-09;1677;1.82
AM;2020-08-09;total_deaths;78;2020-05-26;1852;2020-08-09;3359;1.81
AP;2020-08-09;total_deaths;58;2020-06-15;329;2020-08-09;602;1.83
BA;2020-08-09;total_deaths;37;2020-07-06;2168;2020-08-09;3953;1.82
CE;2020-08-09;total_deaths;64;2020-06-09;4309;2020-08-09;7954;1.85
DF;2020-08-09;total_deaths;29;2020-07-14;960;2020-08-09;1731;1.8
ES;2020-08-09;total_deaths;46;2020-06-27;1507;2020-08-09;2735;1.81
GO;2020-08-09;total_deaths;23;2020-07-20;1106;2020-08-09;2020;1.83
MA;2020-08-09;total_deaths;51;2020-06-22;1760;2020-08-09;3169;1.8
MG;2020-08-09;total_deaths;25;2020-07-18;1964;2020-08-09;3537;1.8
MS;2020-08-09;total_deaths;19;2020-07-24;281;2020-08-09;509;1.81
MT;2020-08-09;total_deaths;29;2020-07-14;1105;2020-08-09;2090;1.89
PA;2020-08-09;total_deaths;70;2020-06-03;3193;2020-08-09;5885;1.84
PB;2020-08-09;total_deaths;38;2020-07-05;1099;2020-08-09;2000;1.82
PE;2020-08-09;total_deaths;59;2020-06-14;3855;2020-08-09;6941;1.8
PI;2020-08-09;total_deaths;37;2020-07-06;809;2020-08-09;1480;1.83
PR;2020-08-09;total_deaths;26;2020-07-17;1292;2020-08-09;2345;1.82
RJ;2020-08-09;total_deaths;58;2020-06-15;7728;2020-08-09;14080;1.82
RN;2020-08-09;total_deaths;42;2020-07-01;1067;2020-08-09;1972;1.85
RO;2020-08-09;total_deaths;42;2020-07-01;520;2020-08-09;943;1.81
RR;2020-08-09;total_deaths;43;2020-06-30;283;2020-08-09;547;1.93
RS;2020-08-09;total_deaths;23;2020-07-20;1285;2020-08-09;2360;1.84
SC;2020-08-09;total_deaths;21;2020-07-22;765;2020-08-09;1445;1.89
SE;2020-08-09;total_deaths;35;2020-07-08;875;2020-08-09;1589;1.82
SP;2020-08-09;total_deaths;48;2020-06-25;13759;2020-08-09;25114;1.83
TO;2020-08-09;total_deaths;33;2020-07-10;245;2020-08-09;451;1.84
