location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-23;total_deaths;16;2020-05-10;120;2020-05-23;216;1.8
Albania;2020-05-23;total_deaths;53;2020-04-03;17;2020-05-23;31;1.82
Algeria;2020-05-23;total_deaths;42;2020-04-14;325;2020-05-23;592;1.82
Andorra;2020-05-23;total_deaths;45;2020-04-11;28;2020-05-23;51;1.82
Argentina;2020-05-23;total_deaths;23;2020-05-03;246;2020-05-23;445;1.81
Armenia;2020-05-23;total_deaths;19;2020-05-07;42;2020-05-23;77;1.83
Australia;2020-05-23;total_deaths;46;2020-04-10;54;2020-05-23;102;1.89
Austria;2020-05-23;total_deaths;44;2020-04-12;350;2020-05-23;639;1.83
Azerbaijan;2020-05-23;total_deaths;21;2020-05-05;26;2020-05-23;49;1.88
Bahamas;2020-05-23;total_deaths;49;2020-04-07;6;2020-05-23;11;1.83
Bahrain;2020-05-23;total_deaths;34;2020-04-22;7;2020-05-23;13;1.86
Bangladesh;2020-05-23;total_deaths;14;2020-05-12;250;2020-05-23;452;1.81
Belarus;2020-05-23;total_deaths;21;2020-05-05;107;2020-05-23;194;1.81
Belgium;2020-05-23;total_deaths;40;2020-04-16;4857;2020-05-23;9237;1.9
Belize;2020-05-23;total_deaths;46;2020-04-09;1;2020-05-23;2;2
Bermuda;2020-05-23;total_deaths;30;2020-04-26;5;2020-05-23;9;1.8
Bolivia;2020-05-23;total_deaths;14;2020-05-12;128;2020-05-23;240;1.88
Bosnia.and.Herzegovina;2020-05-23;total_deaths;22;2020-05-04;78;2020-05-23;141;1.81
Brazil;2020-05-23;total_deaths;15;2020-05-11;11519;2020-05-23;22013;1.91
Bulgaria;2020-05-23;total_deaths;25;2020-05-01;69;2020-05-23;126;1.83
Burkina.Faso;2020-05-23;total_deaths;43;2020-04-13;28;2020-05-23;52;1.86
Canada;2020-05-23;total_deaths;25;2020-05-01;3391;2020-05-23;6355;1.87
Chad;2020-05-23;total_deaths;15;2020-05-11;31;2020-05-23;60;1.94
Chile;2020-05-23;total_deaths;12;2020-05-14;358;2020-05-23;673;1.88
China;2020-05-23;total_deaths;94;2020-02-22;2445;2020-05-23;4638;1.9
Colombia;2020-05-23;total_deaths;21;2020-05-05;378;2020-05-23;705;1.87
Congo;2020-05-23;total_deaths;27;2020-04-28;8;2020-05-23;16;2
Cote.d'Ivoire;2020-05-23;total_deaths;23;2020-05-02;15;2020-05-23;30;2
Croatia;2020-05-23;total_deaths;30;2020-04-26;55;2020-05-23;99;1.8
Cuba;2020-05-23;total_deaths;33;2020-04-23;43;2020-05-23;81;1.88
Cyprus;2020-05-23;total_deaths;48;2020-04-08;9;2020-05-23;17;1.89
Czech.Republic;2020-05-23;total_deaths;39;2020-04-17;173;2020-05-23;314;1.82
