"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
185,2020-07-03,311,326,341,8251
186,2020-07-04,315,330,345,8346
187,2020-07-05,318,333,348,8241
188,2020-07-06,321,336,351,8242
189,2020-07-07,324,339,354,8520
190,2020-07-08,327,342,357,8757
191,2020-07-09,330,345,360,8930
192,2020-07-10,331,347,363,9087
193,2020-07-11,334,350,366,9180
194,2020-07-12,336,352,368,9182
195,2020-07-13,338,354,370,9258
196,2020-07-14,341,357,373,NA
197,2020-07-15,343,359,375,NA
198,2020-07-16,345,361,377,NA
199,2020-07-17,347,363,379,NA
200,2020-07-18,348,364,380,NA
201,2020-07-19,350,366,382,NA
202,2020-07-20,351,368,385,NA
203,2020-07-21,352,369,386,NA
204,2020-07-22,354,371,388,NA
205,2020-07-23,355,372,389,NA
