"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-07,481,557,519,623,415,555
2020-04-08,522,588,555,667,443,618
2020-04-09,567,616,592,711,473,636
2020-04-10,616,642,629,755,503,640
2020-04-11,669,666,668,802,534,653
2020-04-12,726,686,706,848,564,664
2020-04-13,789,705,747,897,597,700
2020-04-14,857,721,789,948,630,747
2020-04-15,930,735,832,999,665,NA
2020-04-16,1010,747,878,1054,702,NA
2020-04-17,1097,757,927,1113,741,NA
2020-04-18,1192,766,979,1176,782,NA
2020-04-19,1294,774,1034,1242,826,NA
2020-04-20,1406,780,1093,1313,873,NA
2020-04-21,1527,786,1156,1388,924,NA
