"dia_ano","dias","otimista","casos_estimados","pessimista","x"
126,2020-05-05,1070,1179,1288,1123
127,2020-05-06,1152,1270,1388,1205
128,2020-05-07,1241,1368,1495,1394
129,2020-05-08,1336,1473,1610,1503
130,2020-05-09,1439,1586,1733,1653
131,2020-05-10,1551,1709,1867,1714
132,2020-05-11,1669,1840,2011,1770
133,2020-05-12,1798,1982,2166,1928
134,2020-05-13,1936,2134,2332,NA
135,2020-05-14,2086,2299,2512,NA
136,2020-05-15,2246,2476,2706,NA
137,2020-05-16,2419,2666,2913,NA
138,2020-05-17,2605,2871,3137,NA
139,2020-05-18,2805,3092,3379,NA
140,2020-05-19,3021,3330,3639,NA
