"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,11,15,19,18
164,2020-06-12,12,16,20,18
165,2020-06-13,12,16,20,18
166,2020-06-14,12,17,22,18
167,2020-06-15,13,18,23,18
168,2020-06-16,14,19,24,18
169,2020-06-17,15,20,25,20
170,2020-06-18,15,20,25,19
171,2020-06-19,15,21,27,19
172,2020-06-20,16,22,28,19
173,2020-06-21,17,23,29,19
174,2020-06-22,17,24,31,NA
175,2020-06-23,19,26,33,NA
176,2020-06-24,20,27,34,NA
177,2020-06-25,20,28,36,NA
178,2020-06-26,21,29,37,NA
179,2020-06-27,23,31,39,NA
180,2020-06-28,23,32,41,NA
181,2020-06-29,24,33,42,NA
182,2020-06-30,25,35,45,NA
183,2020-07-01,27,37,47,NA
