"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,31,37,43,36
165,2020-06-13,33,39,45,38
166,2020-06-14,35,41,47,39
167,2020-06-15,37,43,49,39
168,2020-06-16,38,45,52,47
169,2020-06-17,41,48,55,49
170,2020-06-18,42,50,58,48
171,2020-06-19,45,53,61,53
172,2020-06-20,47,55,63,61
173,2020-06-21,49,58,67,62
174,2020-06-22,52,61,70,64
175,2020-06-23,55,65,75,NA
176,2020-06-24,58,68,78,NA
177,2020-06-25,61,72,83,NA
178,2020-06-26,64,75,86,NA
179,2020-06-27,67,79,91,NA
180,2020-06-28,71,84,97,NA
181,2020-06-29,75,88,101,NA
182,2020-06-30,79,93,107,NA
183,2020-07-01,83,98,113,NA
184,2020-07-02,87,103,119,NA
