"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Japan",2019-12-30,4,5,6,0,0
"Japan",2019-12-31,4,5,6,0,0
"Japan",2020-01-01,4,5,6,0,0
"Japan",2020-01-02,5,6,7,0,0
"Japan",2020-01-03,5,6,7,0,0
"Japan",2020-01-04,6,7,8,0,0
"Japan",2020-01-05,6,7,8,0,0
"Japan",2020-01-06,6,7,8,0,0
"Japan",2020-01-07,7,8,9,0,0
"Japan",2020-01-08,8,9,10,0,0
"Japan",2020-01-09,8,9,10,0,0
"Japan",2020-01-10,8,10,12,0,0
"Japan",2020-01-11,8,10,12,0,0
"Japan",2020-01-12,9,11,13,0,0
"Japan",2020-01-13,10,12,14,0,0
"Japan",2020-01-14,11,13,15,0,1
"Japan",2020-01-15,12,14,16,0,1
"Japan",2020-01-16,12,14,16,0,1
"Japan",2020-01-17,13,15,17,0,1
"Japan",2020-01-18,13,16,19,0,1
"Japan",2020-01-19,15,18,21,1,1
"Japan",2020-01-20,16,19,22,1,1
"Japan",2020-01-21,17,20,23,1,1
"Japan",2020-01-22,18,21,24,1,1
"Japan",2020-01-23,19,23,27,1,2
"Japan",2020-01-24,20,24,28,1,2
"Japan",2020-01-25,22,26,30,1,3
"Japan",2020-01-26,24,28,32,1,3
"Japan",2020-01-27,25,30,35,1,4
"Japan",2020-01-28,27,32,37,1,7
"Japan",2020-01-29,29,34,39,1,11
"Japan",2020-01-30,30,36,42,1,14
"Japan",2020-01-31,33,39,45,1,15
"Japan",2020-02-01,34,41,48,1,19
"Japan",2020-02-02,37,44,51,1,20
"Japan",2020-02-03,39,47,55,1,20
"Japan",2020-02-04,42,50,58,2,25
"Japan",2020-02-05,45,54,63,2,25
"Japan",2020-02-06,48,57,66,2,25
"Japan",2020-02-07,51,61,71,2,25
"Japan",2020-02-08,55,66,77,2,25
"Japan",2020-02-09,59,70,81,2,25
"Japan",2020-02-10,63,75,87,2,25
"Japan",2020-02-11,67,80,93,2,25
"Japan",2020-02-12,71,85,99,3,29
"Japan",2020-02-13,76,91,106,3,30
"Japan",2020-02-14,81,97,113,3,38
"Japan",2020-02-15,87,104,121,3,52
"Japan",2020-02-16,93,111,129,3,59
"Japan",2020-02-17,100,119,138,4,59
"Japan",2020-02-18,107,127,147,4,66
"Japan",2020-02-19,113,135,157,4,84
"Japan",2020-02-20,121,144,167,4,93
"Japan",2020-02-21,129,154,179,5,105
"Japan",2020-02-22,139,165,191,5,132
"Japan",2020-02-23,148,176,204,5,144
"Japan",2020-02-24,158,188,218,6,144
"Japan",2020-02-25,169,201,233,6,164
"Japan",2020-02-26,180,214,248,7,186
"Japan",2020-02-27,192,229,266,7,210
"Japan",2020-02-28,205,244,283,7,230
"Japan",2020-02-29,219,261,303,8,239
"Japan",2020-03-01,234,279,324,9,254
"Japan",2020-03-02,250,298,346,9,254
"Japan",2020-03-03,267,318,369,10,268
"Japan",2020-03-04,286,340,394,10,317
"Japan",2020-03-05,305,363,421,11,349
"Japan",2020-03-06,325,387,449,12,408
"Japan",2020-03-07,348,414,480,13,455
"Japan",2020-03-08,371,442,513,14,488
"Japan",2020-03-09,396,472,548,14,514
"Japan",2020-03-10,423,504,585,15,568
"Japan",2020-03-11,452,538,624,17,619
"Japan",2020-03-12,483,575,667,18,675
"Japan",2020-03-13,516,614,712,19,737
"Japan",2020-03-14,551,656,761,20,780
"Japan",2020-03-15,589,701,813,22,814
"Japan",2020-03-16,628,748,868,23,824
"Japan",2020-03-17,671,799,927,25,829
"Japan",2020-03-18,717,854,991,26,873
"Japan",2020-03-19,766,912,1058,28,950
"Japan",2020-03-20,818,974,1130,30,1007
"Japan",2020-03-21,873,1040,1207,32,1046
"Japan",2020-03-22,933,1111,1289,34,1089
"Japan",2020-03-23,996,1186,1376,36,1128
"Japan",2020-03-24,1064,1267,1470,39,1193
"Japan",2020-03-25,1136,1353,1570,42,1268
"Japan",2020-03-26,1214,1445,1676,44,1364
"Japan",2020-03-27,1296,1543,1790,47,1499
"Japan",2020-03-28,1384,1648,1912,51,1693
"Japan",2020-03-29,1478,1760,2042,54,NA
"Japan",2020-03-30,1579,1880,2181,58,NA
"Japan",2020-03-31,1686,2008,2330,62,NA
"Japan",2020-04-01,1801,2145,2489,66,NA
"Japan",2020-04-02,1924,2291,2658,70,NA
"Japan",2020-04-03,2054,2446,2838,75,NA
"Japan",2020-04-04,2194,2613,3032,80,NA
