"dia_ano","dias","otimista","casos_estimados","pessimista","x"
199,2020-07-17,181,199,217,203
200,2020-07-18,190,209,228,216
201,2020-07-19,200,220,240,222
202,2020-07-20,210,231,252,228
203,2020-07-21,221,243,265,248
204,2020-07-22,231,255,279,257
205,2020-07-23,243,268,293,266
206,2020-07-24,256,282,308,281
207,2020-07-25,270,297,324,292
208,2020-07-26,283,312,341,305
209,2020-07-27,298,328,358,319
210,2020-07-28,313,345,377,NA
211,2020-07-29,329,363,397,NA
212,2020-07-30,346,381,416,NA
213,2020-07-31,364,401,438,NA
214,2020-08-01,383,422,461,NA
215,2020-08-02,402,443,484,NA
216,2020-08-03,423,466,509,NA
217,2020-08-04,445,490,535,NA
218,2020-08-05,467,515,563,NA
219,2020-08-06,492,542,592,NA
