"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
170,2020-06-18,7234,8192,9150,7421
171,2020-06-19,7590,8595,9600,7650
172,2020-06-20,7964,9019,10074,8037
173,2020-06-21,8356,9463,10570,8120
174,2020-06-22,8767,9928,11089,8188
175,2020-06-23,9199,10417,11635,10340
176,2020-06-24,9652,10930,12208,10803
177,2020-06-25,10126,11467,12808,11872
178,2020-06-26,10625,12032,13439,12911
179,2020-06-27,11148,12624,14100,13078
180,2020-06-28,11696,13245,14794,14341
181,2020-06-29,12271,13896,15521,NA
182,2020-06-30,12875,14580,16285,NA
183,2020-07-01,13508,15297,17086,NA
184,2020-07-02,14172,16049,17926,NA
185,2020-07-03,14869,16838,18807,NA
186,2020-07-04,15599,17665,19731,NA
187,2020-07-05,16367,18534,20701,NA
188,2020-07-06,17171,19445,21719,NA
189,2020-07-07,18014,20400,22786,NA
190,2020-07-08,18899,21402,23905,NA
