"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-02,59,61,60,77,43,50
2020-04-03,70,76,73,94,52,80
2020-04-04,84,93,88,113,63,86
2020-04-05,99,112,106,136,76,102
2020-04-06,118,130,124,160,88,138
2020-04-07,140,149,144,185,103,167
2020-04-08,167,166,166,214,118,168
2020-04-09,198,182,190,244,136,170
2020-04-10,235,195,215,277,153,NA
2020-04-11,280,206,243,313,173,NA
2020-04-12,332,215,274,352,196,NA
2020-04-13,395,223,309,398,220,NA
2020-04-14,469,228,348,448,248,NA
2020-04-15,557,232,394,507,281,NA
2020-04-16,662,236,449,578,320,NA
