location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-31;total_deaths;20;2020-05-14;136;2020-05-31;257;1.89
Albania;2020-05-31;total_deaths;61;2020-04-03;17;2020-05-31;33;1.94
Algeria;2020-05-31;total_deaths;48;2020-04-16;348;2020-05-31;653;1.88
Andorra;2020-05-31;total_deaths;53;2020-04-11;28;2020-05-31;51;1.82
Angola;2020-05-31;total_deaths;14;2020-05-19;2;2020-05-31;4;2
Argentina;2020-05-31;total_deaths;26;2020-05-08;293;2020-05-31;539;1.84
Armenia;2020-05-31;total_deaths;13;2020-05-21;70;2020-05-31;131;1.87
Australia;2020-05-31;total_deaths;53;2020-04-11;57;2020-05-31;103;1.81
Austria;2020-05-31;total_deaths;51;2020-04-13;368;2020-05-31;668;1.82
Azerbaijan;2020-05-31;total_deaths;20;2020-05-14;35;2020-05-31;63;1.8
Bahamas;2020-05-31;total_deaths;57;2020-04-07;6;2020-05-31;11;1.83
Bahrain;2020-05-31;total_deaths;20;2020-05-14;10;2020-05-31;19;1.9
Bangladesh;2020-05-31;total_deaths;16;2020-05-18;349;2020-05-31;650;1.86
Belarus;2020-05-31;total_deaths;25;2020-05-09;126;2020-05-31;235;1.87
Belgium;2020-05-31;total_deaths;47;2020-04-17;5163;2020-05-31;9467;1.83
Belize;2020-05-31;total_deaths;54;2020-04-09;1;2020-05-31;2;2
Bermuda;2020-05-31;total_deaths;38;2020-04-26;5;2020-05-31;9;1.8
Bolivia;2020-05-31;total_deaths;17;2020-05-17;169;2020-05-31;313;1.85
Bosnia.and.Herzegovina;2020-05-31;total_deaths;29;2020-05-05;79;2020-05-31;153;1.94
Brazil;2020-05-31;total_deaths;17;2020-05-17;16118;2020-05-31;29314;1.82
Brunei;2020-05-31;total_deaths;7;2020-05-26;1;2020-05-31;2;2
Bulgaria;2020-05-31;total_deaths;31;2020-05-03;73;2020-05-31;140;1.92
Burkina.Faso;2020-05-31;total_deaths;51;2020-04-13;28;2020-05-31;53;1.89
Canada;2020-05-31;total_deaths;29;2020-05-05;4043;2020-05-31;7295;1.8
Cape.Verde;2020-05-31;total_deaths;18;2020-05-15;2;2020-05-31;4;2
Central.African.Republic;2020-05-31;total_deaths;3;2020-05-30;1;2020-05-31;2;2
Chad;2020-05-31;total_deaths;22;2020-05-11;31;2020-05-31;65;2.1
Chile;2020-05-31;total_deaths;14;2020-05-20;544;2020-05-31;1054;1.94
China;2020-05-31;total_deaths;102;2020-02-22;2445;2020-05-31;4638;1.9
Colombia;2020-05-31;total_deaths;21;2020-05-13;509;2020-05-31;939;1.84
Comoros;2020-05-31;total_deaths;7;2020-05-26;1;2020-05-31;2;2
Congo;2020-05-31;total_deaths;21;2020-05-13;11;2020-05-31;20;1.82
Cote.d'Ivoire;2020-05-31;total_deaths;28;2020-05-06;18;2020-05-31;33;1.83
Croatia;2020-05-31;total_deaths;38;2020-04-26;55;2020-05-31;103;1.87
Cuba;2020-05-31;total_deaths;41;2020-04-23;43;2020-05-31;83;1.93
Cyprus;2020-05-31;total_deaths;56;2020-04-08;9;2020-05-31;17;1.89
Czech.Republic;2020-05-31;total_deaths;47;2020-04-17;173;2020-05-31;320;1.85
Democratic.Republic.of.Congo;2020-05-31;total_deaths;26;2020-05-08;39;2020-05-31;71;1.82
Denmark;2020-05-31;total_deaths;49;2020-04-15;309;2020-05-31;574;1.86
Dominican.Republic;2020-05-31;total_deaths;37;2020-04-27;278;2020-05-31;502;1.81
Ecuador;2020-05-31;total_deaths;25;2020-05-09;1717;2020-05-31;3358;1.96
Egypt;2020-05-31;total_deaths;24;2020-05-10;525;2020-05-31;959;1.83
El.Salvador;2020-05-31;total_deaths;19;2020-05-15;25;2020-05-31;46;1.84
