"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,15,19,23,20
164,2020-06-12,17,21,25,20
165,2020-06-13,19,23,27,21
166,2020-06-14,20,25,30,22
167,2020-06-15,23,28,33,23
168,2020-06-16,24,30,36,31
169,2020-06-17,27,33,39,36
170,2020-06-18,29,36,43,36
171,2020-06-19,33,40,47,44
172,2020-06-20,36,44,52,45
173,2020-06-21,39,48,57,46
174,2020-06-22,42,52,62,NA
175,2020-06-23,46,57,68,NA
176,2020-06-24,51,63,75,NA
177,2020-06-25,56,69,82,NA
178,2020-06-26,61,75,89,NA
179,2020-06-27,67,82,97,NA
180,2020-06-28,73,90,107,NA
181,2020-06-29,81,99,117,NA
182,2020-06-30,88,108,128,NA
183,2020-07-01,96,118,140,NA
