"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
160,2020-06-08,9744,10628,11512,10888
161,2020-06-09,10284,11217,12150,11027
162,2020-06-10,10853,11838,12823,11568
163,2020-06-11,11455,12494,13533,13234
164,2020-06-12,12090,13187,14284,13501
165,2020-06-13,12759,13917,15075,13789
166,2020-06-14,13466,14688,15910,14171
167,2020-06-15,14212,15502,16792,14214
168,2020-06-16,15000,16361,17722,NA
169,2020-06-17,15832,17268,18704,NA
170,2020-06-18,16709,18225,19741,NA
171,2020-06-19,17635,19235,20835,NA
172,2020-06-20,18612,20301,21990,NA
173,2020-06-21,19643,21425,23207,NA
174,2020-06-22,20732,22613,24494,NA
