"dia_ano","dias","otimista","casos_estimados","pessimista","x"
197,2020-07-15,885,938,991,927
198,2020-07-16,921,976,1031,986
199,2020-07-17,958,1015,1072,1029
200,2020-07-18,996,1055,1114,1079
201,2020-07-19,1034,1096,1158,1092
202,2020-07-20,1075,1139,1203,1106
203,2020-07-21,1116,1182,1248,1154
204,2020-07-22,1157,1226,1295,1193
205,2020-07-23,1200,1271,1342,1262
206,2020-07-24,1243,1317,1391,1332
207,2020-07-25,1287,1364,1441,1378
208,2020-07-26,1333,1412,1491,NA
209,2020-07-27,1379,1461,1543,NA
210,2020-07-28,1426,1511,1596,NA
211,2020-07-29,1473,1561,1649,NA
212,2020-07-30,1522,1613,1704,NA
213,2020-07-31,1570,1664,1758,NA
214,2020-08-01,1620,1717,1814,NA
215,2020-08-02,1670,1770,1870,NA
216,2020-08-03,1721,1824,1927,NA
217,2020-08-04,1772,1878,1984,NA
