"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-17,4320,4457,4388,4533,4243,4347
2020-05-18,4735,4872,4804,4963,4645,4786
2020-05-19,5189,5315,5252,5426,5078,5300
2020-05-20,5687,5785,5736,5926,5546,5838
2020-05-21,6232,6284,6258,6465,6051,6238
2020-05-22,6830,6810,6820,7046,6594,6882
2020-05-23,7485,7362,7424,7670,7178,7508
2020-05-24,8204,7939,8072,8339,7805,7823
2020-05-25,8991,8537,8764,9054,8474,NA
2020-05-26,9853,9155,9504,9819,9189,NA
2020-05-27,10799,9791,10295,10636,9954,NA
2020-05-28,11835,10440,11138,11507,10769,NA
2020-05-29,12970,11098,12034,12433,11635,NA
2020-05-30,14214,11763,12988,13418,12558,NA
2020-05-31,15578,12430,14004,14468,13540,NA
