"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
109,2020-04-18,9432,12293,15154,13894
110,2020-04-19,10182,13271,16360,14267
111,2020-04-20,10992,14327,17662,14580
112,2020-04-21,11867,15467,19067,15385
113,2020-04-22,12811,16697,20583,15914
114,2020-04-23,13830,18026,22222,16740
115,2020-04-24,14930,19460,23990,17826
116,2020-04-25,16118,21008,25898,20004
117,2020-04-26,17400,22679,27958,NA
118,2020-04-27,18784,24483,30182,NA
119,2020-04-28,20279,26431,32583,NA
120,2020-04-29,21892,28534,35176,NA
121,2020-04-30,23634,30804,37974,NA
122,2020-05-01,25514,33254,40994,NA
123,2020-05-02,27544,35900,44256,NA
