"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
162,2020-06-10,0,0,0,30
163,2020-06-11,0,0,0,30
164,2020-06-12,0,0,0,31
165,2020-06-13,0,0,0,35
166,2020-06-14,0,0,0,35
167,2020-06-15,-1,1,3,42
168,2020-06-16,-1,1,3,48
169,2020-06-17,-1,1,3,50
170,2020-06-18,-1,1,3,51
171,2020-06-19,-1,1,3,58
172,2020-06-20,-1,1,3,59
173,2020-06-21,-1,1,3,NA
174,2020-06-22,-1,2,5,NA
175,2020-06-23,-1,2,5,NA
176,2020-06-24,-1,2,5,NA
177,2020-06-25,-1,2,5,NA
178,2020-06-26,-2,3,8,NA
179,2020-06-27,-2,3,8,NA
180,2020-06-28,-2,4,10,NA
181,2020-06-29,-2,4,10,NA
182,2020-06-30,-3,5,13,NA
