"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-09,17397,17687,17542,19063,16021,18090
2020-06-10,18474,18704,18589,20201,16977,19433
2020-06-11,19616,19765,19690,21397,17983,20507
2020-06-12,20829,20869,20849,22657,19041,21396
2020-06-13,22118,22017,22068,23981,20155,21959
2020-06-14,23486,23208,23347,25371,21323,22871
2020-06-15,24939,24442,24690,26831,22549,23684
2020-06-16,26481,25717,26099,28362,23836,25380
2020-06-17,28119,27033,27576,29967,25185,NA
2020-06-18,29858,28389,29124,31649,26599,NA
2020-06-19,31705,29783,30744,33410,28078,NA
2020-06-20,33666,31212,32439,35252,29626,NA
2020-06-21,35748,32675,34212,37178,31246,NA
2020-06-22,37959,34170,36064,39191,32937,NA
2020-06-23,40307,35693,38000,41295,34705,NA
