"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
186,2020-07-04,27240,30427,33614,31619
187,2020-07-05,28270,31577,34884,31955
188,2020-07-06,29339,32771,36203,32401
189,2020-07-07,30448,34010,37572,33800
190,2020-07-08,31599,35296,38993,35557
191,2020-07-09,32793,36630,40467,36434
192,2020-07-10,34033,38015,41997,37490
193,2020-07-11,35320,39452,43584,38720
194,2020-07-12,36655,40943,45231,39240
195,2020-07-13,38040,42491,46942,39656
196,2020-07-14,39479,44098,48717,40993
197,2020-07-15,40971,45765,50559,NA
198,2020-07-16,42520,47495,52470,NA
199,2020-07-17,44127,49290,54453,NA
200,2020-07-18,45796,51154,56512,NA
201,2020-07-19,47527,53088,58649,NA
202,2020-07-20,49324,55095,60866,NA
203,2020-07-21,51188,57177,63166,NA
204,2020-07-22,53124,59339,65554,NA
205,2020-07-23,55132,61582,68032,NA
206,2020-07-24,57216,63910,70604,NA
