"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
190,2020-07-08,54815,69554,84293,67604
191,2020-07-09,56177,71282,86387,68767
192,2020-07-10,57573,73053,88533,70100
193,2020-07-11,59003,74868,90733,71370
194,2020-07-12,60469,76728,92987,72470
195,2020-07-13,61971,78634,95297,72901
196,2020-07-14,63511,80588,97665,73576
197,2020-07-15,65089,82590,100091,74960
198,2020-07-16,66706,84642,102578,76091
199,2020-07-17,68363,86745,105127,77423
200,2020-07-18,70061,88900,107739,78509
201,2020-07-19,71802,91109,110416,NA
202,2020-07-20,73586,93372,113158,NA
203,2020-07-21,75414,95692,115970,NA
204,2020-07-22,77288,98070,118852,NA
205,2020-07-23,79208,100506,121804,NA
206,2020-07-24,81176,103003,124830,NA
207,2020-07-25,83193,105562,127931,NA
208,2020-07-26,85260,108185,131110,NA
209,2020-07-27,87378,110873,134368,NA
210,2020-07-28,89549,113627,137705,NA
