"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-27,1945,2060,2002,2210,1794,2128
2020-04-28,2183,2310,2246,2479,2013,2262
2020-04-29,2450,2578,2514,2775,2253,2422
2020-04-30,2750,2863,2806,3097,2515,2876
2020-05-01,3087,3164,3126,3450,2802,3176
2020-05-02,3465,3478,3472,3832,3112,3460
2020-05-03,3890,3802,3846,4245,3447,3863
2020-05-04,4366,4132,4249,4690,3808,4125
2020-05-05,4901,4466,4684,5170,4198,NA
2020-05-06,5501,4798,5150,5684,4616,NA
2020-05-07,6174,5126,5650,6236,5064,NA
2020-05-08,6931,5445,6188,6830,5546,NA
2020-05-09,7779,5753,6766,7468,6064,NA
2020-05-10,8732,6046,7389,8155,6623,NA
2020-05-11,9802,6323,8062,8898,7226,NA
