location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-26;total_deaths;92;2020-06-29;361;2020-09-26;656;1.82
AL;2020-09-26;total_deaths;87;2020-07-04;1134;2020-09-26;2052;1.81
AM;2020-09-26;total_deaths;115;2020-06-06;2232;2020-09-26;4022;1.8
AP;2020-09-26;total_deaths;97;2020-06-24;387;2020-09-26;702;1.81
BA;2020-09-26;total_deaths;57;2020-08-03;3624;2020-09-26;6552;1.81
CE;2020-09-26;total_deaths;107;2020-06-14;4861;2020-09-26;8913;1.83
DF;2020-09-26;total_deaths;50;2020-08-10;1762;2020-09-26;3183;1.81
ES;2020-09-26;total_deaths;82;2020-07-09;1930;2020-09-26;3490;1.81
GO;2020-09-26;total_deaths;41;2020-08-19;2475;2020-09-26;4500;1.82
MA;2020-09-26;total_deaths;91;2020-06-30;2048;2020-09-26;3714;1.81
MG;2020-09-26;total_deaths;46;2020-08-14;3943;2020-09-26;7181;1.82
MS;2020-09-26;total_deaths;40;2020-08-20;686;2020-09-26;1249;1.82
MT;2020-09-26;total_deaths;59;2020-08-01;1849;2020-09-26;3344;1.81
PA;2020-09-26;total_deaths;115;2020-06-06;3612;2020-09-26;6534;1.81
PB;2020-09-26;total_deaths;71;2020-07-20;1517;2020-09-26;2788;1.84
PE;2020-09-26;total_deaths;96;2020-06-25;4488;2020-09-26;8156;1.82
PI;2020-09-26;total_deaths;69;2020-07-22;1158;2020-09-26;2091;1.81
PR;2020-09-26;total_deaths;50;2020-08-10;2398;2020-09-26;4344;1.81
RJ;2020-09-26;total_deaths;91;2020-06-30;10080;2020-09-26;18247;1.81
RN;2020-09-26;total_deaths;84;2020-07-07;1291;2020-09-26;2372;1.84
RO;2020-09-26;total_deaths;70;2020-07-21;727;2020-09-26;1333;1.83
RR;2020-09-26;total_deaths;89;2020-07-01;314;2020-09-26;637;2.03
RS;2020-09-26;total_deaths;48;2020-08-12;2540;2020-09-26;4615;1.82
SC;2020-09-26;total_deaths;51;2020-08-09;1445;2020-09-26;2736;1.89
SE;2020-09-26;total_deaths;73;2020-07-18;1111;2020-09-26;2015;1.81
SP;2020-09-26;total_deaths;74;2020-07-17;19377;2020-09-26;35063;1.81
TO;2020-09-26;total_deaths;45;2020-08-15;506;2020-09-26;917;1.81
