"dia_ano","dias","otimista","casos_estimados","pessimista","x"
162,2020-06-10,271,281,291,283
163,2020-06-11,286,297,308,299
164,2020-06-12,304,315,326,317
165,2020-06-13,321,333,345,335
166,2020-06-14,340,353,366,360
167,2020-06-15,359,373,387,374
168,2020-06-16,381,395,409,393
169,2020-06-17,403,418,433,398
170,2020-06-18,427,443,459,NA
171,2020-06-19,452,469,486,NA
172,2020-06-20,478,496,514,NA
173,2020-06-21,507,526,545,NA
174,2020-06-22,536,556,576,NA
175,2020-06-23,568,589,610,NA
176,2020-06-24,600,623,646,NA
