regiao;estado;data;casosNovos;casosAcumulados;obitosNovos;obitosAcumulados
Centro-Oeste;DF;2020-04-24;26;989;1;26
Centro-Oeste;DF;2020-04-24;26;989;1;26
Centro-Oeste;DF;2020-04-25;24;1013;0;26
Centro-Oeste;DF;2020-04-25;24;1013;0;26
Centro-Oeste;DF;2020-04-26;53;1066;1;27
Centro-Oeste;DF;2020-04-26;53;1066;1;27
Centro-Oeste;DF;2020-04-27;80;1146;0;27
Centro-Oeste;DF;2020-04-27;80;1146;0;27
Centro-Oeste;DF;2020-04-28;67;1213;1;28
Centro-Oeste;DF;2020-04-28;67;1213;1;28
Centro-Oeste;DF;2020-04-29;62;1275;0;28
Centro-Oeste;DF;2020-04-29;62;1275;0;28
Centro-Oeste;DF;2020-04-30;81;1356;2;30
Centro-Oeste;DF;2020-04-30;81;1356;2;30
Centro-Oeste;DF;2020-05-01;110;1466;0;30
Centro-Oeste;DF;2020-05-01;110;1466;0;30
Centro-Oeste;DF;2020-05-02;100;1566;1;31
Centro-Oeste;DF;2020-05-02;100;1566;1;31
Centro-Oeste;DF;2020-05-03;83;1649;2;33
Centro-Oeste;DF;2020-05-03;83;1649;2;33
Centro-Oeste;DF;2020-05-04;119;1768;0;33
Centro-Oeste;DF;2020-05-04;119;1768;0;33
Centro-Oeste;DF;2020-05-05;50;1818;0;33
Centro-Oeste;DF;2020-05-05;50;1818;0;33
Centro-Oeste;DF;2020-05-06;88;1906;1;34
Centro-Oeste;DF;2020-05-06;88;1906;1;34
Centro-Oeste;DF;2020-05-07;352;2258;1;35
Centro-Oeste;DF;2020-05-07;352;2258;1;35
Centro-Oeste;DF;2020-05-08;184;2442;2;37
Centro-Oeste;DF;2020-05-08;184;2442;2;37
Centro-Oeste;DF;2020-05-09;134;2576;2;39
Centro-Oeste;DF;2020-05-09;134;2576;2;39
Centro-Oeste;DF;2020-05-10;106;2682;3;42
Centro-Oeste;DF;2020-05-10;106;2682;3;42
Centro-Oeste;DF;2020-05-11;101;2783;2;44
Centro-Oeste;DF;2020-05-11;101;2783;2;44
Centro-Oeste;DF;2020-05-12;196;2979;2;46
Centro-Oeste;DF;2020-05-12;196;2979;2;46
Centro-Oeste;DF;2020-05-13;213;3192;2;48
Centro-Oeste;DF;2020-05-13;213;3192;2;48
Centro-Oeste;DF;2020-05-14;224;3416;3;51
Centro-Oeste;DF;2020-05-14;224;3416;3;51
Centro-Oeste;DF;2020-05-15;371;3787;4;55
Centro-Oeste;DF;2020-05-15;371;3787;4;55
Centro-Oeste;DF;2020-05-16;353;4140;1;56
Centro-Oeste;DF;2020-05-16;353;4140;1;56
Centro-Oeste;DF;2020-05-17;228;4368;3;59
Centro-Oeste;DF;2020-05-17;228;4368;3;59
Centro-Oeste;DF;2020-05-18;251;4619;7;66
Centro-Oeste;DF;2020-05-18;251;4619;7;66
Centro-Oeste;DF;2020-05-19;234;4853;6;72
Centro-Oeste;DF;2020-05-19;234;4853;6;72
Centro-Oeste;DF;2020-05-20;308;5161;5;77
Centro-Oeste;DF;2020-05-21;381;5542;7;84
Centro-Oeste;GO;2020-04-15;0;304;0;15
Centro-Oeste;GO;2020-04-16;14;318;1;16
Centro-Oeste;GO;2020-04-17;17;335;0;16
Centro-Oeste;GO;2020-04-18;43;378;2;18
Centro-Oeste;GO;2020-04-19;15;393;0;18
Centro-Oeste;GO;2020-04-20;10;403;1;19
Centro-Oeste;GO;2020-04-21;18;421;0;19
Centro-Oeste;GO;2020-04-22;17;438;2;21
Centro-Oeste;GO;2020-04-23;15;453;2;23
Centro-Oeste;GO;2020-04-24;33;486;1;24
Centro-Oeste;GO;2020-04-25;20;506;1;25
Centro-Oeste;GO;2020-04-26;67;573;0;25
Centro-Oeste;GO;2020-04-26;67;333;0;11
Centro-Oeste;GO;2020-04-27;283;616;15;26
Centro-Oeste;GO;2020-04-27;283;364;15;12
Centro-Oeste;GO;2020-04-28;297;661;15;27
Centro-Oeste;GO;2020-04-28;297;392;15;12
Centro-Oeste;GO;2020-04-29;313;705;15;27
Centro-Oeste;GO;2020-04-29;313;404;15;12
Centro-Oeste;GO;2020-04-30;377;781;17;29
Centro-Oeste;GO;2020-04-30;377;453;17;12
Centro-Oeste;GO;2020-05-01;355;808;17;29
Centro-Oeste;GO;2020-05-01;355;457;17;12
Centro-Oeste;GO;2020-05-02;368;825;18;30
Centro-Oeste;GO;2020-05-02;368;467;18;12
Centro-Oeste;GO;2020-05-03;383;850;18;30
Centro-Oeste;GO;2020-05-03;383;487;18;12
Centro-Oeste;GO;2020-05-04;374;861;18;30
Centro-Oeste;GO;2020-05-04;374;496;18;12
Centro-Oeste;GO;2020-05-05;426;922;26;38
Centro-Oeste;GO;2020-05-05;426;545;26;14
Centro-Oeste;GO;2020-05-06;479;1024;30;44
Centro-Oeste;GO;2020-05-06;479;544;30;21
Centro-Oeste;GO;2020-05-07;483;1027;23;44
Centro-Oeste;GO;2020-05-07;483;547;23;21
Centro-Oeste;GO;2020-05-08;506;1053;28;49
Centro-Oeste;GO;2020-05-08;506;550;28;23
Centro-Oeste;GO;2020-05-09;519;1069;24;47
Centro-Oeste;GO;2020-05-09;519;560;24;22
Centro-Oeste;GO;2020-05-10;533;1093;25;47
Centro-Oeste;GO;2020-05-10;533;574;25;22
Centro-Oeste;GO;2020-05-11;526;1100;27;49
Centro-Oeste;GO;2020-05-11;526;578;27;23
Centro-Oeste;GO;2020-05-12;537;1115;29;52
Centro-Oeste;GO;2020-05-12;537;585;29;24
Centro-Oeste;GO;2020-05-13;549;1134;37;61
Centro-Oeste;GO;2020-05-13;549;588;37;27
Centro-Oeste;GO;2020-05-14;835;1423;37;64
Centro-Oeste;GO;2020-05-14;835;759;37;30
Centro-Oeste;GO;2020-05-15;813;1572;37;67
Centro-Oeste;GO;2020-05-15;813;856;37;30
Centro-Oeste;GO;2020-05-16;784;1640;39;69
Centro-Oeste;GO;2020-05-16;784;888;39;30
Centro-Oeste;GO;2020-05-17;804;1692;40;70
Centro-Oeste;GO;2020-05-17;804;921;40;30
Centro-Oeste;GO;2020-05-18;828;1749;43;73
Centro-Oeste;GO;2020-05-18;828;945;43;30
Centro-Oeste;GO;2020-05-19;901;1846;43;73
Centro-Oeste;GO;2020-05-19;901;968;43;30
Centro-Oeste;GO;2020-05-20;1010;1978;48;78
Centro-Oeste;GO;2020-05-21;136;2114;7;85
Centro-Oeste;MS;2020-05-07;0;311;0;10
Centro-Oeste;MS;2020-05-08;15;326;1;11
Centro-Oeste;MS;2020-05-09;20;346;0;11
Centro-Oeste;MS;2020-05-10;16;362;0;11
Centro-Oeste;MS;2020-05-11;23;385;0;11
Centro-Oeste;MS;2020-05-12;20;405;1;12
Centro-Oeste;MS;2020-05-13;25;430;1;13
Centro-Oeste;MS;2020-05-14;22;452;1;14
Centro-Oeste;MS;2020-05-15;27;479;0;14
Centro-Oeste;MS;2020-05-16;29;508;1;15
Centro-Oeste;MS;2020-05-17;62;570;0;15
Centro-Oeste;MS;2020-05-18;43;613;1;16
Centro-Oeste;MS;2020-05-19;29;642;0;16
Centro-Oeste;MS;2020-05-20;51;693;1;17
Centro-Oeste;MS;2020-05-21;53;746;0;17
Centro-Oeste;MT;2020-05-01;0;320;0;11
Centro-Oeste;MT;2020-05-02;11;331;1;12
Centro-Oeste;MT;2020-05-03;6;337;0;12
Centro-Oeste;MT;2020-05-04;7;344;1;13
Centro-Oeste;MT;2020-05-05;21;365;0;13
Centro-Oeste;MT;2020-05-06;14;379;0;13
Centro-Oeste;MT;2020-05-07;38;417;0;13
Centro-Oeste;MT;2020-05-08;40;457;1;14
Centro-Oeste;MT;2020-05-09;45;502;2;16
Centro-Oeste;MT;2020-05-10;17;519;2;18
Centro-Oeste;MT;2020-05-11;22;541;1;19
Centro-Oeste;MT;2020-05-12;50;591;0;19
Centro-Oeste;MT;2020-05-13;70;661;1;20
Centro-Oeste;MT;2020-05-14;58;719;3;23
Centro-Oeste;MT;2020-05-15;60;779;3;26
Centro-Oeste;MT;2020-05-16;72;851;1;27
Centro-Oeste;MT;2020-05-17;50;901;0;27
Centro-Oeste;MT;2020-05-18;36;937;2;29
Centro-Oeste;MT;2020-05-19;58;995;3;32
Centro-Oeste;MT;2020-05-19;58;307;3;5
Centro-Oeste;MT;2020-05-20;747;1054;27;32
Centro-Oeste;MT;2020-05-21;118;1172;2;34
Nordeste;AL;2020-04-23;0;324;0;22
Nordeste;AL;2020-04-24;89;413;5;27
Nordeste;AL;2020-04-24;89;355;5;18
Nordeste;AL;2020-04-25;146;501;11;29
Nordeste;AL;2020-04-25;146;427;11;18
Nordeste;AL;2020-04-26;127;554;14;32
Nordeste;AL;2020-04-26;127;472;14;20
Nordeste;AL;2020-04-27;171;643;14;34
Nordeste;AL;2020-04-27;171;535;14;22
Nordeste;AL;2020-04-28;242;777;14;36
Nordeste;AL;2020-04-28;242;645;14;24
Nordeste;AL;2020-04-29;312;957;17;41
Nordeste;AL;2020-04-29;312;791;17;26
Nordeste;AL;2020-04-30;253;1044;21;47
Nordeste;AL;2020-04-30;253;853;21;32
Nordeste;AL;2020-05-01;373;1226;21;53
Nordeste;AL;2020-05-01;373;1008;21;38
Nordeste;AL;2020-05-02;364;1372;20;58
Nordeste;AL;2020-05-02;364;1124;20;41
Nordeste;AL;2020-05-03;317;1441;23;64
Nordeste;AL;2020-05-03;317;1179;23;43
Nordeste;AL;2020-05-04;359;1538;29;72
Nordeste;AL;2020-05-04;359;1260;29;46
Nordeste;AL;2020-05-05;346;1606;34;80
Nordeste;AL;2020-05-05;346;1296;34;50
Nordeste;AL;2020-05-06;407;1703;39;89
Nordeste;AL;2020-05-06;407;1358;39;56
Nordeste;AL;2020-05-07;509;1867;42;98
Nordeste;AL;2020-05-07;509;1473;42;61
Nordeste;AL;2020-05-08;560;2033;47;108
Nordeste;AL;2020-05-08;560;1581;47;71
Nordeste;AL;2020-05-09;591;2172;43;114
Nordeste;AL;2020-05-09;591;1676;43;73
Nordeste;AL;2020-05-10;582;2258;53;126
Nordeste;AL;2020-05-10;582;1725;53;78
Nordeste;AL;2020-05-11;618;2343;60;138
Nordeste;AL;2020-05-11;618;1779;60;85
Nordeste;AL;2020-05-12;801;2580;65;150
Nordeste;AL;2020-05-12;801;1939;65;93
Nordeste;AL;2020-05-13;822;2761;71;164
Nordeste;AL;2020-05-13;822;2064;71;104
Nordeste;AL;2020-05-14;908;2972;73;177
Nordeste;AL;2020-05-14;908;2170;73;112
Nordeste;AL;2020-05-15;1042;3212;75;187
Nordeste;AL;2020-05-15;1042;2310;75;119
Nordeste;AL;2020-05-16;1283;3593;80;199
Nordeste;AL;2020-05-16;1283;2524;80;131
Nordeste;AL;2020-05-17;1292;3816;79;210
Nordeste;AL;2020-05-17;1292;2594;79;135
Nordeste;AL;2020-05-18;1437;4031;86;221
Nordeste;AL;2020-05-18;1437;2746;86;144
Nordeste;AL;2020-05-19;1570;4316;87;231
Nordeste;AL;2020-05-19;1570;2895;87;150
Nordeste;AL;2020-05-20;1542;4437;101;251
Nordeste;AL;2020-05-21;479;4916;11;262
Nordeste;BA;2020-04-04;0;332;0;7
Nordeste;BA;2020-04-05;69;401;2;9
Nordeste;BA;2020-04-06;30;431;1;10
Nordeste;BA;2020-04-07;25;456;2;12
Nordeste;BA;2020-04-08;41;497;3;15
Nordeste;BA;2020-04-09;62;559;4;19
Nordeste;BA;2020-04-09;62;312;4;11
Nordeste;BA;2020-04-10;292;604;8;19
Nordeste;BA;2020-04-10;292;341;8;11
Nordeste;BA;2020-04-11;294;635;10;21
Nordeste;BA;2020-04-11;294;353;10;11
Nordeste;BA;2020-04-12;320;673;10;21
Nordeste;BA;2020-04-12;320;362;10;11
Nordeste;BA;2020-04-13;361;723;11;22
Nordeste;BA;2020-04-13;361;388;11;11
Nordeste;BA;2020-04-14;371;759;11;22
Nordeste;BA;2020-04-14;371;425;11;13
Nordeste;BA;2020-04-15;382;807;14;27
Nordeste;BA;2020-04-15;382;519;14;0
Nordeste;BA;2020-04-16;432;951;30;30
Nordeste;BA;2020-04-16;432;569;30;18
Nordeste;BA;2020-04-17;490;1059;18;36
Nordeste;BA;2020-04-17;490;642;18;18
Nordeste;BA;2020-04-18;551;1193;19;37
Nordeste;BA;2020-04-18;551;759;19;19
Nordeste;BA;2020-04-19;471;1230;26;45
Nordeste;BA;2020-04-19;471;762;26;22
Nordeste;BA;2020-04-20;579;1341;24;46
Nordeste;BA;2020-04-20;579;821;24;23
Nordeste;BA;2020-04-21;668;1489;24;47
Nordeste;BA;2020-04-21;668;922;24;24
Nordeste;BA;2020-04-22;722;1644;26;50
Nordeste;BA;2020-04-22;722;1034;26;28
Nordeste;BA;2020-04-23;755;1789;31;59
Nordeste;BA;2020-04-23;755;1131;31;34
Nordeste;BA;2020-04-24;831;1962;30;64
Nordeste;BA;2020-04-24;831;1218;30;37
Nordeste;BA;2020-04-25;863;2081;33;70
Nordeste;BA;2020-04-25;863;1303;33;38
Nordeste;BA;2020-04-26;906;2209;35;73
Nordeste;BA;2020-04-26;906;1357;35;39
Nordeste;BA;2020-04-27;997;2354;37;76
Nordeste;BA;2020-04-27;997;1430;37;48
Nordeste;BA;2020-04-28;1110;2540;38;86
Nordeste;BA;2020-04-28;1110;1578;38;56
Nordeste;BA;2020-04-29;1068;2646;40;96
Nordeste;BA;2020-04-29;1068;1639;40;62
Nordeste;BA;2020-04-30;1212;2851;42;104
Nordeste;BA;2020-04-30;1212;1784;42;67
Nordeste;BA;2020-05-01;1301;3085;50;117
Nordeste;BA;2020-05-01;1301;1995;50;76
Nordeste;BA;2020-05-02;1272;3267;47;123
Nordeste;BA;2020-05-02;1272;2100;47;78
Nordeste;BA;2020-05-03;1395;3495;45;123
Nordeste;BA;2020-05-03;1395;2247;45;80
Nordeste;BA;2020-05-04;1487;3734;61;141
Nordeste;BA;2020-05-04;1487;2370;61;91
Nordeste;BA;2020-05-05;1670;4040;55;146
Nordeste;BA;2020-05-05;1670;2599;55;95
Nordeste;BA;2020-05-06;1702;4301;65;160
Nordeste;BA;2020-05-06;1702;2746;65;98
Nordeste;BA;2020-05-07;1782;4528;67;165
Nordeste;BA;2020-05-07;1782;2877;67;101
Nordeste;BA;2020-05-08;1941;4818;82;183
Nordeste;BA;2020-05-08;1941;3129;82;118
Nordeste;BA;2020-05-09;2045;5174;78;196
Nordeste;BA;2020-05-09;2045;323;78;6
Nordeste;BA;2020-05-09;2045;3342;78;127
Nordeste;BA;2020-05-10;2216;5558;75;202
Nordeste;BA;2020-05-10;2216;328;75;7
Nordeste;BA;2020-05-10;2216;3670;75;128
Nordeste;BA;2020-05-11;2138;5808;83;211
Nordeste;BA;2020-05-11;2138;328;83;7
Nordeste;BA;2020-05-11;2138;3884;83;138
Nordeste;BA;2020-05-12;2320;6204;87;225
Nordeste;BA;2020-05-12;2320;326;87;14
Nordeste;BA;2020-05-12;2320;353;87;8
Nordeste;BA;2020-05-12;2320;4107;87;145
Nordeste;BA;2020-05-13;2440;6547;91;236
Nordeste;BA;2020-05-13;2440;332;91;17
Nordeste;BA;2020-05-13;2440;368;91;9
Nordeste;BA;2020-05-13;2440;4349;91;148
Nordeste;BA;2020-05-14;2606;6955;114;262
Nordeste;BA;2020-05-14;2606;332;114;17
Nordeste;BA;2020-05-14;2606;421;114;9
Nordeste;BA;2020-05-14;2606;4619;114;167
Nordeste;BA;2020-05-15;3509;8128;114;281
Nordeste;BA;2020-05-15;3509;332;114;17
Nordeste;BA;2020-05-15;3509;421;114;9
Nordeste;BA;2020-05-15;3509;4619;114;167
Nordeste;BA;2020-05-16;3695;8314;119;286
Nordeste;BA;2020-05-16;3695;372;119;17
Nordeste;BA;2020-05-16;3695;606;119;10
Nordeste;BA;2020-05-16;3695;5267;119;185
Nordeste;BA;2020-05-17;3176;8443;110;295
Nordeste;BA;2020-05-17;3176;376;110;27
Nordeste;BA;2020-05-17;3176;634;110;18
Nordeste;BA;2020-05-17;3176;5317;110;213
Nordeste;BA;2020-05-18;3264;8581;99;312
Nordeste;BA;2020-05-18;3264;388;99;27
Nordeste;BA;2020-05-18;3264;638;99;18
Nordeste;BA;2020-05-18;3264;5326;99;229
Nordeste;BA;2020-05-19;5687;11013;97;326
Nordeste;BA;2020-05-19;5687;462;97;19
Nordeste;BA;2020-05-19;5687;717;97;11
Nordeste;BA;2020-05-19;5687;7106;97;215
Nordeste;BA;2020-05-20;4091;11197;147;362
Nordeste;BA;2020-05-21;744;11941;14;376
Nordeste;CE;2020-03-28;0;314;0;4
Nordeste;CE;2020-03-28;0;304;0;4
Nordeste;CE;2020-03-29;44;348;1;5
Nordeste;CE;2020-03-29;44;338;1;5
Nordeste;CE;2020-03-30;34;372;0;5
Nordeste;CE;2020-03-30;34;353;0;5
Nordeste;CE;2020-03-31;37;390;2;7
Nordeste;CE;2020-03-31;37;371;2;6
Nordeste;CE;2020-04-01;73;444;2;8
Nordeste;CE;2020-04-01;73;413;2;6
Nordeste;CE;2020-04-02;137;550;14;20
Nordeste;CE;2020-04-02;137;507;14;16
Nordeste;CE;2020-04-03;120;627;6;22
Nordeste;CE;2020-04-03;120;600;6;17
Nordeste;CE;2020-04-04;130;730;5;22
Nordeste;CE;2020-04-04;130;680;5;17
Nordeste;CE;2020-04-05;143;823;9;26
Nordeste;CE;2020-04-05;143;744;9;20
Nordeste;CE;2020-04-06;269;1013;9;29
Nordeste;CE;2020-04-06;269;925;9;24
Nordeste;CE;2020-04-07;126;1051;7;31
Nordeste;CE;2020-04-07;126;1053;7;30
Nordeste;CE;2020-04-08;238;1291;13;43
Nordeste;CE;2020-04-08;238;1213;13;41
Nordeste;CE;2020-04-09;212;1425;14;55
Nordeste;CE;2020-04-09;212;1283;14;45
Nordeste;CE;2020-04-10;195;1478;13;58
Nordeste;CE;2020-04-10;195;1366;13;53
Nordeste;CE;2020-04-11;216;1582;14;67
Nordeste;CE;2020-04-11;216;1457;14;58
Nordeste;CE;2020-04-12;219;1676;16;74
Nordeste;CE;2020-04-12;219;1529;16;59
Nordeste;CE;2020-04-13;271;1800;32;91
Nordeste;CE;2020-04-13;271;1686;32;78
Nordeste;CE;2020-04-14;319;2005;29;107
Nordeste;CE;2020-04-14;319;1794;29;86
Nordeste;CE;2020-04-15;363;2157;30;116
Nordeste;CE;2020-04-15;363;1946;30;93
Nordeste;CE;2020-04-16;440;2386;31;124
Nordeste;CE;2020-04-16;440;2041;31;95
Nordeste;CE;2020-04-17;643;2684;54;149
Nordeste;CE;2020-04-17;643;2263;54;113
Nordeste;CE;2020-04-18;771;3034;63;176
Nordeste;CE;2020-04-18;771;2562;63;141
Nordeste;CE;2020-04-19;690;3252;45;186
Nordeste;CE;2020-04-19;690;2688;45;148
Nordeste;CE;2020-04-20;794;3482;50;198
Nordeste;CE;2020-04-20;794;2840;50;164
Nordeste;CE;2020-04-21;876;3716;51;215
Nordeste;CE;2020-04-21;876;3018;51;178
Nordeste;CE;2020-04-22;892;3910;55;233
Nordeste;CE;2020-04-22;892;3303;55;189
Nordeste;CE;2020-04-23;1295;4598;77;266
Nordeste;CE;2020-04-23;1295;3791;77;212
Nordeste;CE;2020-04-24;1009;4800;72;284
Nordeste;CE;2020-04-24;1009;4063;72;228
Nordeste;CE;2020-04-25;1358;5421;82;310
Nordeste;CE;2020-04-25;1358;4541;82;259
Nordeste;CE;2020-04-26;1292;5833;68;327
Nordeste;CE;2020-04-26;1292;4852;68;285
Nordeste;CE;2020-04-27;1874;6726;105;390
Nordeste;CE;2020-04-27;1874;5280;105;310
Nordeste;CE;2020-04-28;1638;6918;93;403
Nordeste;CE;2020-04-28;1638;5481;93;329
Nordeste;CE;2020-04-29;1786;7267;112;441
Nordeste;CE;2020-04-29;1786;5712;112;349
Nordeste;CE;2020-04-30;1894;7606;133;482
Nordeste;CE;2020-04-30;1894;5875;133;373
Nordeste;CE;2020-05-01;2004;7879;132;505
Nordeste;CE;2020-05-01;2004;301;132;15
Nordeste;CE;2020-05-01;2004;6083;132;403
Nordeste;CE;2020-05-02;2148;8231;211;614
Nordeste;CE;2020-05-02;2148;307;211;16
Nordeste;CE;2020-05-02;2148;6353;211;498
Nordeste;CE;2020-05-03;2017;8370;165;663
Nordeste;CE;2020-05-03;2017;307;165;17
Nordeste;CE;2020-05-03;2017;6417;165;528
Nordeste;CE;2020-05-04;4623;11040;184;712
Nordeste;CE;2020-05-04;4623;502;184;17
Nordeste;CE;2020-05-04;4623;8198;184;553
Nordeste;CE;2020-05-05;3272;11470;242;795
Nordeste;CE;2020-05-05;3272;518;242;21
Nordeste;CE;2020-05-05;3272;8509;242;608
Nordeste;CE;2020-05-06;3795;12304;240;848
Nordeste;CE;2020-05-06;3795;548;240;21
Nordeste;CE;2020-05-06;3795;9061;240;651
Nordeste;CE;2020-05-07;4827;13888;252;903
Nordeste;CE;2020-05-07;4827;598;252;22
Nordeste;CE;2020-05-07;4827;9669;252;694
Nordeste;CE;2020-05-08;5287;14956;272;966
Nordeste;CE;2020-05-08;5287;619;272;28
Nordeste;CE;2020-05-08;5287;10348;272;741
Nordeste;CE;2020-05-08;5287;313;272;34
Nordeste;CE;2020-05-09;15566;15879;1028;1062
Nordeste;CE;2020-05-09;15566;653;1028;29
Nordeste;CE;2020-05-09;15566;10995;1028;809
Nordeste;CE;2020-05-09;15566;332;1028;37
Nordeste;CE;2020-05-10;16360;16692;1077;1114
Nordeste;CE;2020-05-10;16360;672;1077;31
Nordeste;CE;2020-05-10;16360;11556;1077;840
Nordeste;CE;2020-05-10;16360;379;1077;38
Nordeste;CE;2020-05-11;17220;17599;1151;1189
Nordeste;CE;2020-05-11;17220;698;1151;32
Nordeste;CE;2020-05-11;17220;11935;1151;893
Nordeste;CE;2020-05-11;17220;385;1151;41
Nordeste;CE;2020-05-11;17220;308;1151;5
Nordeste;CE;2020-05-12;18104;18412;1275;1280
Nordeste;CE;2020-05-12;18104;726;1275;34
Nordeste;CE;2020-05-12;18104;12484;1275;950
Nordeste;CE;2020-05-12;18104;390;1275;47
Nordeste;CE;2020-05-12;18104;324;1275;15
Nordeste;CE;2020-05-13;18832;19156;1374;1389
Nordeste;CE;2020-05-13;18832;752;1374;34
Nordeste;CE;2020-05-13;18832;13037;1374;1022
Nordeste;CE;2020-05-13;18832;397;1374;48
Nordeste;CE;2020-05-13;18832;324;1374;15
Nordeste;CE;2020-05-14;20753;21077;1398;1413
Nordeste;CE;2020-05-14;20753;787;1398;35
Nordeste;CE;2020-05-14;20753;354;1398;9
Nordeste;CE;2020-05-14;20753;13777;1398;1039
Nordeste;CE;2020-05-14;20753;382;1398;21
Nordeste;CE;2020-05-14;20753;475;1398;50
Nordeste;CE;2020-05-14;20753;441;1398;15
Nordeste;CE;2020-05-15;22049;22490;1461;1476
Nordeste;CE;2020-05-15;22049;357;1461;0
Nordeste;CE;2020-05-15;22049;820;1461;37
Nordeste;CE;2020-05-15;22049;379;1461;9
Nordeste;CE;2020-05-15;22049;14259;1461;1088
Nordeste;CE;2020-05-15;22049;422;1461;25
Nordeste;CE;2020-05-15;22049;493;1461;50
Nordeste;CE;2020-05-15;22049;529;1461;15
Nordeste;CE;2020-05-16;23266;23795;1599;1614
Nordeste;CE;2020-05-16;23266;432;1599;0
Nordeste;CE;2020-05-16;23266;872;1599;38
Nordeste;CE;2020-05-16;23266;394;1599;10
Nordeste;CE;2020-05-16;23266;15162;1599;1163
Nordeste;CE;2020-05-16;23266;442;1599;30
Nordeste;CE;2020-05-16;23266;521;1599;58
Nordeste;CE;2020-05-16;23266;538;1599;19
Nordeste;CE;2020-05-17;23717;24255;1622;1641
Nordeste;CE;2020-05-17;23717;429;1622;0
Nordeste;CE;2020-05-17;23717;888;1622;38
Nordeste;CE;2020-05-17;23717;402;1622;10
Nordeste;CE;2020-05-17;23717;15371;1622;1174
Nordeste;CE;2020-05-17;23717;450;1622;30
Nordeste;CE;2020-05-17;23717;526;1622;62
Nordeste;CE;2020-05-17;23717;547;1622;19
Nordeste;CE;2020-05-18;25816;26363;1729;1748
Nordeste;CE;2020-05-18;25816;471;1729;0
Nordeste;CE;2020-05-18;25816;937;1729;39
Nordeste;CE;2020-05-18;25816;430;1729;10
Nordeste;CE;2020-05-18;25816;16169;1729;1253
Nordeste;CE;2020-05-18;25816;486;1729;30
Nordeste;CE;2020-05-18;25816;572;1729;62
Nordeste;CE;2020-05-18;25816;737;1729;25
Nordeste;CE;2020-05-19;27375;28112;1831;1856
Nordeste;CE;2020-05-19;27375;931;1831;0
Nordeste;CE;2020-05-19;27375;987;1831;43
Nordeste;CE;2020-05-19;27375;459;1831;11
Nordeste;CE;2020-05-19;27375;16784;1831;1307
Nordeste;CE;2020-05-19;27375;499;1831;33
Nordeste;CE;2020-05-19;27375;583;1831;64
Nordeste;CE;2020-05-19;27375;794;1831;30
Nordeste;CE;2020-05-20;29766;30560;1870;1900
Nordeste;CE;2020-05-20;29766;1072;1870;0
Nordeste;CE;2020-05-21;30341;31413;2161;2161
