"dia_ano","dias","otimista","casos_estimados","pessimista","x"
191,2020-07-09,119,135,151,136
192,2020-07-10,125,142,159,146
193,2020-07-11,131,149,167,153
194,2020-07-12,139,158,177,161
195,2020-07-13,146,166,186,167
196,2020-07-14,154,175,196,177
197,2020-07-15,162,184,206,183
198,2020-07-16,171,194,217,191
199,2020-07-17,180,205,230,203
200,2020-07-18,190,216,242,216
201,2020-07-19,200,227,254,222
202,2020-07-20,210,239,268,NA
203,2020-07-21,222,252,282,NA
204,2020-07-22,234,266,298,NA
205,2020-07-23,246,280,314,NA
206,2020-07-24,260,295,330,NA
207,2020-07-25,274,311,348,NA
208,2020-07-26,288,327,366,NA
209,2020-07-27,304,345,386,NA
210,2020-07-28,319,363,407,NA
211,2020-07-29,337,383,429,NA
