location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-30;total_deaths;45;2020-06-18;287;2020-07-30;521;1.82
AL;2020-07-30;total_deaths;44;2020-06-19;848;2020-07-30;1554;1.83
AM;2020-07-30;total_deaths;69;2020-05-25;1781;2020-07-30;3252;1.83
AP;2020-07-30;total_deaths;52;2020-06-11;303;2020-07-30;561;1.85
BA;2020-07-30;total_deaths;33;2020-06-30;1853;2020-07-30;3391;1.83
CE;2020-07-30;total_deaths;55;2020-06-08;4120;2020-07-30;7661;1.86
DF;2020-07-30;total_deaths;25;2020-07-08;801;2020-07-30;1444;1.8
ES;2020-07-30;total_deaths;41;2020-06-22;1362;2020-07-30;2514;1.85
GO;2020-07-30;total_deaths;20;2020-07-13;852;2020-07-30;1564;1.84
MA;2020-07-30;total_deaths;44;2020-06-19;1645;2020-07-30;2996;1.82
MG;2020-07-30;total_deaths;24;2020-07-09;1445;2020-07-30;2692;1.86
MS;2020-07-30;total_deaths;17;2020-07-16;191;2020-07-30;357;1.87
MT;2020-07-30;total_deaths;24;2020-07-09;928;2020-07-30;1763;1.9
PA;2020-07-30;total_deaths;61;2020-06-02;3040;2020-07-30;5699;1.87
PB;2020-07-30;total_deaths;33;2020-06-30;977;2020-07-30;1785;1.83
PE;2020-07-30;total_deaths;53;2020-06-10;3531;2020-07-30;6526;1.85
PI;2020-07-30;total_deaths;31;2020-07-02;697;2020-07-30;1304;1.87
PR;2020-07-30;total_deaths;22;2020-07-11;1016;2020-07-30;1861;1.83
RJ;2020-07-30;total_deaths;52;2020-06-11;7363;2020-07-30;13348;1.81
RN;2020-07-30;total_deaths;35;2020-06-28;937;2020-07-30;1751;1.87
RO;2020-07-30;total_deaths;36;2020-06-27;476;2020-07-30;864;1.82
RR;2020-07-30;total_deaths;37;2020-06-26;273;2020-07-30;501;1.84
RS;2020-07-30;total_deaths;20;2020-07-13;995;2020-07-30;1825;1.83
SC;2020-07-30;total_deaths;18;2020-07-15;569;2020-07-30;1043;1.83
SE;2020-07-30;total_deaths;30;2020-07-03;764;2020-07-30;1408;1.84
SP;2020-07-30;total_deaths;42;2020-06-21;12588;2020-07-30;22710;1.8
TO;2020-07-30;total_deaths;32;2020-07-01;204;2020-07-30;368;1.8
