"dia_ano","dias","otimista","casos_estimados","pessimista","x"
147,2020-05-26,679,785,891,817
148,2020-05-27,715,826,937,853
149,2020-05-28,753,870,987,887
150,2020-05-29,792,915,1038,911
151,2020-05-30,834,964,1094,932
152,2020-05-31,878,1014,1150,955
153,2020-06-01,924,1068,1212,976
154,2020-06-02,973,1124,1275,997
155,2020-06-03,1024,1183,1342,NA
156,2020-06-04,1078,1246,1414,NA
157,2020-06-05,1135,1311,1487,NA
158,2020-06-06,1194,1380,1566,NA
159,2020-06-07,1258,1453,1648,NA
160,2020-06-08,1324,1530,1736,NA
161,2020-06-09,1393,1610,1827,NA
