"dia_ano","dias","otimista","casos_estimados","pessimista","x"
104,2020-04-13,186,207,228,188
105,2020-04-14,212,235,258,224
106,2020-04-15,239,266,293,265
107,2020-04-16,268,298,328,300
108,2020-04-17,299,332,365,341
109,2020-04-18,329,366,403,387
110,2020-04-19,361,401,441,402
111,2020-04-20,393,436,479,422
112,2020-04-21,422,469,516,NA
113,2020-04-22,452,502,552,NA
114,2020-04-23,479,532,585,NA
115,2020-04-24,505,561,617,NA
116,2020-04-25,528,587,646,NA
117,2020-04-26,550,611,672,NA
118,2020-04-27,569,632,695,NA
