"dia_ano","dias","otimista","casos_estimados","pessimista","x"
117,2020-04-26,394,425,456,415
118,2020-04-27,427,460,493,450
119,2020-04-28,459,495,531,508
120,2020-04-29,492,530,568,538
121,2020-04-30,522,563,604,565
122,2020-05-01,553,596,639,603
123,2020-05-02,582,627,672,628
124,2020-05-03,610,657,704,652
125,2020-05-04,635,684,733,NA
126,2020-05-05,659,710,761,NA
127,2020-05-06,680,733,786,NA
128,2020-05-07,700,755,810,NA
129,2020-05-08,718,774,830,NA
130,2020-05-09,735,792,849,NA
131,2020-05-10,750,808,866,NA
