"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-07,1830,1951,1890,2092,1688,1938
2020-04-08,2042,2172,2107,2332,1882,2216
2020-04-09,2280,2406,2343,2593,2093,2464
2020-04-10,2546,2652,2599,2877,2321,2607
2020-04-11,2842,2909,2876,3183,2569,2855
2020-04-12,3172,3174,3173,3512,2834,3231
2020-04-13,3542,3444,3493,3866,3120,3410
2020-04-14,3954,3717,3836,4246,3426,3743
2020-04-15,4414,3989,4202,4651,3753,NA
2020-04-16,4927,4258,4592,5083,4101,NA
2020-04-17,5501,4520,5010,5545,4475,NA
2020-04-18,6141,4774,5458,6041,4875,NA
2020-04-19,6856,5017,5936,6570,5302,NA
2020-04-20,7653,5247,6450,7139,5761,NA
2020-04-21,8544,5462,7003,7751,6255,NA
