"dia_ano","dias","otimista","casos_estimados","pessimista","x"
187,2020-07-05,10221,10687,11153,10667
188,2020-07-06,10295,10765,11235,10698
189,2020-07-07,10366,10839,11312,10881
190,2020-07-08,10433,10909,11385,10970
191,2020-07-09,10496,10975,11454,11115
192,2020-07-10,10556,11038,11520,11280
193,2020-07-11,10613,11097,11581,11406
194,2020-07-12,10666,11153,11640,11415
195,2020-07-13,10717,11206,11695,11474
196,2020-07-14,10764,11255,11746,11624
197,2020-07-15,10809,11302,11795,11757
198,2020-07-16,10851,11346,11841,NA
199,2020-07-17,10891,11388,11885,NA
200,2020-07-18,10928,11427,11926,NA
201,2020-07-19,10963,11463,11963,NA
202,2020-07-20,10996,11498,12000,NA
203,2020-07-21,11027,11530,12033,NA
204,2020-07-22,11056,11561,12066,NA
205,2020-07-23,11083,11589,12095,NA
206,2020-07-24,11109,11616,12123,NA
207,2020-07-25,11133,11641,12149,NA
