"dia_ano","dias","otimista","casos_estimados","pessimista","x"
144,2020-05-23,232,250,268,258
145,2020-05-24,245,264,283,272
146,2020-05-25,259,279,299,279
147,2020-05-26,273,294,315,286
148,2020-05-27,288,310,332,298
149,2020-05-28,304,327,350,318
150,2020-05-29,320,345,370,327
151,2020-05-30,337,363,389,347
152,2020-05-31,356,383,410,NA
153,2020-06-01,375,404,433,NA
154,2020-06-02,396,426,456,NA
155,2020-06-03,418,450,482,NA
156,2020-06-04,440,474,508,NA
157,2020-06-05,464,500,536,NA
158,2020-06-06,489,527,565,NA
